ID,英文詞彙,中文詞彙,更新日期
21345379,aviation,航空；飛行,
21345380,environments,環境,
21345381,valve,瓣；閥；活塞；瓣膜；裂片；閥體,
21345382,tragedy,悲劇,
21345383,pub,酒館,
21345384,satisfaction,滿意度,
21345385,cow,母牛,
21345386,crude,原油,
21345387,holdings,館藏,
21345388,mature,成熟,
21345389,flip,倒裝,
21345390,heel,後跟；足跟；小刺；傾側,
21345391,fate,宿命,
21345392,reservation,保留；預約；條件限制；保留事項,
21345393,endorse,背書,
21345394,alien,外國的,
21345395,portal,門的；入口；入口網站；隧道口,
21345396,accelerate,加速,
21345397,fiction,假定,
21345398,burst,爆發；爆炸；爆裂；叢發,
21345399,unity,統一；一致性；統一性,
21345400,packaging,包裝；打包,
21345401,disclaimer,免責聲明,
21345402,rubber,橡皮；橡膠,
21345403,determination,定型；測定,
21345404,duration,期間；歷時；時值；延時；持續時間；存續期間,
21345405,broker,經紀人,
21345406,reflection,反射；反思；省思,
21345407,expire,失效,
21345408,laser,雷射,
21345409,interpret,解譯,
21345410,chemicals,化學藥品,
21345411,bow,虹；弓；船頭；船首；艏,
21345412,abortion,流產,
21345413,rifle,來福槍,
21345414,mar,損傷,
21345415,govern,主控,
21345416,reception,接受；接收,
21345417,motivation,動機；激勵,
21345418,confirmation,確認；認證；函證；詢證,
21345419,identification,鑑定；辨識；識別；測定；認同作用,
21345420,tribe,族；部落,
21345421,mill,製造廠；研磨機；粉碎機,
21345422,charter,包機,
21345423,triple,三倍；三元的；三倍的,
21345424,fence,籬,
21345425,thrill,震顫,
21345426,practitioner,從業人員；開業者,
21345427,silent,靜的；沉默；寂靜的,
21345428,norm,標準；規範；常模；模方；範數,
21345429,nerve,神經；葉脈,
21345430,passport,護照,
21345431,spike,穗；退稿；尖鋒；撞針；穗狀花序；波尖；尖釘,
21345432,copper,銅；銅線,
21345433,missile,飛彈,
21345434,frozen,凍結；冰凍的；黏合的,
21345435,lend,借出,
21345436,honey,蜂蜜,
21345437,seventh,七度,
21345438,compact,緻密；緻密的,
21345439,costume,戲服,
21345440,fitting,適；配件；裝配；接頭；配適；擬合,
21345441,painful,疼痛的,
21345442,jazz,爵士音樂,
21345443,rebuild,翻修,
21345444,inclusion,包含；納入；融合；包體；夾雜物,
21345445,batteries,電池；電池組,
21345446,inspector,監工；督學；檢查員；檢驗員,
21345447,withdrawal,抽出；廢止,
21345448,merchant,商家；貨方,
21345449,infant,嬰兒,
21345450,signals,訊號；信號,
21345451,exercises,演習,
21345452,printer,印表機；列印機,
21345453,spur,距；跡；骨刺；支脈,
21345454,advertiser,廣告主,
21345455,rod,棒；桿；標尺；測桿,
21345456,wages,工資,
21345457,anchor,錨；定錨；錨點,
21345458,intelligent,智慧型,
21345459,acceptance,承諾；驗收；承兌,
21345460,patrol,巡邏,
21345461,recruitment,招募；聘任,
21345462,tonne,公噸,
21345463,helicopter,直升機,
21345464,addiction,癮；成癮；上癮,
21345465,observer,觀察者；觀測員；觀測者；觀測器,
21345466,performer,演員；執行者,
21345467,batch,批；分批；批次；批量,
21345468,rack,架；柵；框架；書架；料架,
21345469,sustainability,持續性；永續性；可持續性；持續戰力,
21345470,arrow,箭頭,
21345471,punishment,刑；懲罰,
21345472,expenditure,消費；支出；消耗,
21345473,minimal,最小的,
21345474,caption,說明；標示；標題,
21345475,cabin,機艙；客艙；控制室,
21345476,cheat,借位,
21345477,confuse,混亂；混淆,
21345478,configure,配置,
21345479,dairy,乳牛的,
21345480,equality,平等,
21345481,psychology,心理學,
21345482,pupil,學生；瞳孔,
21345483,confusion,混淆；擾亂,
21345484,swap,交換；調換,
21345485,remarks,批註,
21345486,compile,編譯,
21345487,references,參考文獻,
21345488,tomato,番茄；蕃茄紅,
21345489,tunnel,隧道；風洞；墜道,
21345490,inappropriate,不適合,
21345491,networking,連網；網路連結,
21345492,pursuit,追蹤,
21345493,fancy,幻想；花式,
21345494,specification,規格；專門化,
21345495,subsidiary,子公司；附件；副的；附屬事業,
21345496,taxi,計程車；滑行,
21345497,devil,塵捲風,
21345498,bias,偏差；偏誤；偏倚；偏性；偏壓,
21345499,liver,肝；肝臟；現場報導,
21345500,defect,缺點；缺陷,
21345501,particle,微粒；粒子；質點,
21345502,underground,地下的,
21345503,intake,攝取；集水；取水口；進水口,
21345504,gulf,灣；海灣,
21345505,consensus,共識,
21345506,panic,恐懼；恐慌；應急,
21345507,translation,翻譯；遷移；轉譯；平移；滑移,
21345508,electronics,電子學,
21345509,puzzle,謎,
21345510,correction,修正；改正；校正；訂正,
21345511,prescription,處方；處方箋,
21345512,disk,盤；轉盤；圓盤；磁碟,
21345513,dynamics,動力；動態；動力學,
21345514,compose,構圖；編製,
21345515,scout,搜索；偵測；偵察；偵察船,
21345516,boom,爆炸聲；吊桿；嗡嗡聲,
21345517,dawn,黎明,
21345518,brick,磚,
21345519,humor,液；體液,
21345520,breathing,呼吸；吸氣；通氣,
21345521,glove,手套,
21345522,surveillance,監視；搜索；監測；偵察,
21345523,migration,移動；遷移；遷徙；徙動,
21345524,homeless,無家可歸者,
21345525,builder,填充劑；建立器,
21345526,counterpart,副本,
21345527,calculation,計算,
21345528,couples,力偶,
21345529,soap,肥皂,
21345530,composition,組成；成分；合成；構圖；排版；拼版；熔劑,
21345531,tumor,瘤；腫瘤；腫塊,
21345532,excitement,激動,
21345533,os,骨；內孔,
21345534,lap,搭接,
21345535,disc,盤；轉盤；圓盤；磁碟；磁碟片；體盤；盤碟,
21345536,testimony,證詞,
21345537,protective,保護的,
21345538,dental,齒的；牙齒的；齒音,
21345539,zoom,縮放,
21345540,accountability,責任；職責；責任歸屬；問責；課責；績效評鑑；負責性；可歸責性,
21345541,populations,母群,
21345542,cycling,循環；周期變化；循環進行,
21345543,navigation,航行；導航；航海；航海學,
21345544,mid,中間,
21345545,bones,骨骼,
21345546,horizon,水平；地平；地平線；水平線；計畫期；層位；視平線,
21345547,preview,預覽,
21345548,exhaust,衰竭；排氣；廢氣,
21345549,pause,暫停,
21345550,offset,偏差；偏移；轉印；互抵；偏位,
21345551,parameters,參數,
21345552,diesel,柴油機,
21345553,prediction,預估；預測；預報,
21345554,sheets,圖幅,
21345555,merit,優點,
21345556,explosion,展開；爆炸,
21345557,mm,毫米,
21345558,bump,顛簸；凸出；凸塊,
21345559,animation,動畫；動畫模擬,
21345560,hammer,槌；錘；鎚；鎚擊；擊鎚,
21345561,cave,槽；岩洞,
21345562,dominant,顯性；屬音；顯性的,
21345563,schemes,基模,
21345564,remedy,藥；藥品,
21345565,branches,分枝,
21345566,backing,背；逆轉；充填；底墊；圖襯,
21345567,caps,大寫字母,
21345568,banner,旗幟；橫幅,
21345569,ski,雪橇；滑雪板,
21345570,allocate,預撥,
21345571,basket,籃；容器；吊艙,
21345572,tier,層,
21345573,hail,雹；冰雹,
21345574,effectiveness,效果；有效；效應；可行性；效能；效用；有效性,
21345575,motorcycle,機車；摩托車,
21345576,murphy,馬鈴薯,
21345577,complexity,複雜性,
21345578,browse,瀏覽,
21345579,carpet,地毯,
21345580,intensity,強度；照度,
21345581,poem,詩,
21345582,leap,跳進,
21345583,baking,烘焙；焙燒,
21345584,reproduce,再生產,
21345585,fixture,裝置；夾具；治具,
21345586,ethics,倫理；倫理道德；倫理學,
21345587,inbox,入箱,
21345588,dam,壩；水壩,
21345589,tent,帳篷；天遮,
21345590,heating,加熱,
21345591,semester,半年；學期,
21345592,lobby,大廳；接待室,
21345593,par,副；票面額,
21345594,sake,理由；清酒,
21345595,screens,螢幕,
21345596,bee,蜜蜂,
21345597,imagination,想像；想像力,
21345598,duck,鴨,
21345599,real-time,即時,
21345600,proceeds,銷貨收入；收入款,
21345601,tile,磚；地磚；瓷磚,
21345602,buck,降壓,
21345603,width,寬；寬度,
21345604,algorithm,演算法；算則,
21345605,oak,橡木；橡樹,
21345606,obligations,債編,
21345607,tobacco,菸草,
21345608,glue,膠；牛皮膠,
21345609,rivals,敵手,
21345610,lemon,檸檬,
21345611,trademark,商標,
21345612,earthquake,地震；地面震動；地震測試,
21345613,rookie,新手,
21345614,educator,教育工作者,
21345615,tariff,關稅；費率；運價；稅則,
21345616,bang,爆炸聲；驚嘆號,
21345617,fires,火災,
21345618,deployment,部署；布建；佈署,
21345619,chaos,混亂；混沌,
21345620,cleaner,清潔劑；清潔機；清潔器,
21345621,chemistry,化學,
21345622,hop,躍程；短程飛行,
21345623,ash,灰；成分；火山灰；白楊木；灰分,
21345624,commence,開始,
21345625,urgent,緊急的,
21345626,mechanic,技工；機工；機匠,
21345627,nutrient,營養；養分；營養素；營養劑；營養物；營養物質,
21345628,id,本我,
21345629,spa,溫泉,
21345630,beam,束；梁；樑；光束；波束；射束,
21345631,beverage,飲料,
21345632,halt,停止；暫停,
21345633,commentary,註釋；新聞評論,
21345634,benchmark,基準；定標；標竿；水準點,
21345635,dirt,渣；雜質；污垢；汙物；污物；廢石,
21345636,chips,晶片；碎片,
21345637,physics,物理學,
21345638,stays,束腹,
21345639,testify,證明,
21345640,pharmacy,藥劑學,
21345641,node,結；節；節點；結節；交點；波節,
21345642,clause,子句,
21345643,companion,伴星,
21345644,municipality,直轄市,
21345645,toe,趾；趾部,
21345646,syndrome,症；症候群；徵候群；綜合症狀,
21345647,significance,意義；顯著性,
21345648,soup,湯；壞天氣,
21345649,invitation,邀請,
21345650,recession,衰退；後退；蕭條；經濟衰退；消退；退水,
21345651,disorders,異常,
21345652,interim,期中,
21345653,baker,烘焙機,
21345654,gut,腸；腸道；腸管,
21345655,toxic,毒物；有毒的,
21345656,pill,丸劑,
21345657,specialty,專長,
21345658,kidney,腎；腎臟,
21345659,rope,繩；繩索；繩束,
21345660,loyalty,忠誠；忠誠度,
21345661,jam,果醬,
21345662,mobility,機動性；活動性；運動性；移動性；能動性,
21345663,guides,導軌,
21345664,tick,註記；刻點；壁蝨；滴答聲,
21345665,quarantine,隔離；檢疫；隔離所,
21345666,beta,貝他,
21345667,equation,方程式,
21345668,cart,匣；手推車；搬運車,
21345669,bundle,束；小包；纖維束；壓塊,
21345670,corn,玉米；雞眼；穀粒,
21345671,dec,減一,
21345672,hazard,危險；災害；危害；危險因素,
21345673,habitat,棲地；棲息地；生境；棲所,
21345674,spice,香料；香辛料,
21345675,briefing,簡報,
21345676,sack,袋；袋裝,
21345677,herb,草藥；藥草；草本；草本植物,
21345678,slate,板；平板；拍板；石板；板岩,
21345679,obstacle,障礙物,
21345680,shapes,型材,
21345681,transparent,透明；透明的；透通,
21345682,loads,載重；負載,
21345683,trauma,創傷；外傷；挫傷,
21345684,reside,常駐,
21345685,tactics,戰術,
21345686,delegate,代表；委派,
21345687,pixel,畫素；像素；像元,
21345688,stall,失速,
21345689,verdict,裁決,
21345690,interval,區間；間隔；等距；音程,
21345691,renew,更新,
21345692,pants,褲類,
21345693,reset,重置；重設；復位；重定位；復置,
21345694,collector,收集器；集極,
21345695,melt,融化,
21345696,warehouse,倉庫；庫房,
21345697,pathway,管道；途徑；路徑,
21345698,trustee,受託人；財產託管人,
21345699,hormone,荷爾蒙；激素；刺激素,
21345700,breakdown,故障；崩潰；分解；崩解；分鏡,
21345701,radiation,輻射；發光；放射,
21345702,crush,碎裂；壓碎,
21345703,speculation,推測；投機,
21345704,midnight,子夜,
21345705,bitcoin,比特幣,
21345706,marker,標誌；標記；標識；標位,
21345707,disruption,分裂；破裂；阻斷,
21345708,referendum,複決,
21345709,undergraduate,大學生,
21345710,density,密度,
21345711,voltage,電壓,
21345712,font,字型,
21345713,helmet,安全帽；盔；頭盔；頭罩,
21345714,jar,甕；廣口瓶,
21345715,tablets,錠劑,
21345716,steep,陡峭的,
21345717,allocation,分配；配置；分攤,
21345718,lightweight,輕型；輕量化,
21345719,non,非,
21345720,sandwich,夾層,
21345721,virgin,處女；初始的,
21345722,lighter,子船,
21345723,archives,檔案室；檔案庫,
21345724,characterize,特徵,
21345725,isolation,隔離；分離；孤立；游離,
21345726,alternatives,替代方案；替選方案,
21345727,orientation,方向；定位；方位；取向；定向；方向性,
21345728,pulse,脈動；脈搏；脈衝；脈波,
21345729,insult,發作；損傷,
21345730,chrome,鉻,
21345731,onion,洋蔥,
21345732,convey,運輸,
21345733,allowance,津貼；容許量；備抵；容差；裕度,
21345734,elephant,象,
21345735,header,標題；頭座；首標；標頭,
21345736,supervisor,督導；督導員；督導人員；督導者,
21345737,coconut,椰子,
21345738,ramp,斜坡；停機坪；曳船道,
21345739,squeeze,擠壓,
21345740,valuation,評價,
21345741,snake,蛇；蛇形,
21345742,ink,墨水；油墨,
21345743,pig,生鐵；銑鐵,
21345744,fever,發燒；斑疹傷寒,
21345745,tongue,舌,
21345746,graph,圖；圖形；圖表,
21345747,massage,記錄；按摩,
21345748,clarity,清晰；清晰度；明確性；明晰度,
21345749,fade,消失；衰退；衰落,
21345750,merger,合併；吸收合併,
21345751,blogger,部落客,
21345752,infect,感染；傳染,
21345753,labels,標籤；標記,
21345754,lounge,休息室,
21345755,reduces,還原劑,
21345756,transmit,發射；傳送；傳導,
21345757,alternate,備用；交替；互生；交替性,
21345758,milestone,里程碑,
21345759,colony,族群；群體；殖民地；菌落,
21345760,villa,別墅,
21345761,rehabilitation,修復；復健；復健醫療,
21345762,counting,計數,
21345763,explorer,探險家,
21345764,surgeon,船醫,
21345765,beneficiary,受益人；受益者,
21345766,essence,香精,
21345767,swift,雨燕,
21345768,tuition,學費,
21345769,tendency,趨勢,
21345770,corners,角,
21345771,fund-raising,募款,
21345772,rub,摩擦,
21345773,flows,流量,
21345774,modification,形；變化；變更；修改；變形；修飾,
21345775,appliance,設備；裝置；電器；器具；用具,
21345776,precise,精確,
21345777,threshold,門檻；臨界；定限；閾；閾值；臨限；閥值；跑道末端,
21345778,gauge,表；計；線規,
21345779,connectivity,連結性；連接性,
21345780,binding,連結；束縛；捆綁；裝訂；耦合,
21345781,enrollment,註冊；登入；註冊入學,
21345782,projection,投影；投射,
21345783,curb,緣石,
21345784,streak,條紋；五花肉；條痕；條班,
21345785,artwork,原圖,
21345786,assurance,保險；保證；確信,
21345787,injection,注射；注入；噴射,
21345788,complement,互補；補體；補體素,
21345789,plates,板,
21345790,detection,檢查；檢測；偵測；偵檢；檢波,
21345791,landmark,地標；陸標,
21345792,spotlight,聚光；聚光燈,
21345793,disrupt,中斷,
21345794,spill,溢出,
21345795,tattoo,紋身,
21345796,vacuum,真空,
21345797,boil,沸騰；氣泡；泉湧；癤,
21345798,supermarket,超級市場,
21345799,neighbourhood,鄰里,
21345800,petroleum,石油；原油；石油精,
21345801,boring,鑽探；搪缸,
21345802,carbohydrate,醣；碳水化合物；醣類,
21345803,graduation,畢業；刻度；分度,
21345804,trait,特質；表徵,
21345805,eighth,八度,
21345806,zoo,動物園,
21345807,suburb,郊區,
21345808,thumb,拇指；姆指,
21345809,logistics,物流；後勤；後勤學,
21345810,cargo,貨物,
21345811,isolate,單獨；隔絕,
21345812,cooked,熟的,
21345813,scrap,廢料；報廢；殘料；金屬廢料,
21345814,commonwealth,共同福祉,
21345815,assert,宣告,
21345816,aluminum,鋁,
21345817,nuts,螺帽,
21345818,flour,麵粉,
21345819,sub,潛艇；接頭,
21345820,riot,暴動,
21345821,tailor,裁剪；裁縫師,
21345822,keyword,關鍵字,
21345823,blanket,圍包；綜合的,
21345824,draws,孔穴,
21345825,paste,糊；糊狀物,
21345826,pr,百分等級,
21345827,cattle,牛,
21345828,fatal,致死；致死的,
21345829,cooper,修補工,
21345830,rangers,突擊隊員,
21345831,roger,收到了,
21345832,subsidy,補貼；補貼金,
21345833,merge,合併,
21345834,eager,段波；湧潮,
21345835,complication,併發症,
21345836,cord,帶；繩；電線；考得；軟線,
21345837,cardinal,基本；主要的；基本的；主軸的；樞紐的；基本方向,
21345838,lawn,細篩,
21345839,molecule,分子,
21345840,needle,針；指針；針葉,
21345841,genes,基因,
21345842,rotation,旋轉；輪調,
21345843,trash,垃圾；清除；雜質,
21345844,relieve,緩解,
21345845,relaxed,鬆弛的,
21345846,instruct,指令,
21345847,nightmare,夢魘,
21345848,illustration,插圖；圖解；圖示,
21345849,clearance,許可；清除；淨空；間距；間隙,
21345850,jumping,跳動,
21345851,gram,克；公克,
21345852,foam,泡沫,
21345853,aids,輔助劑,
21345854,bronze,青銅,
21345855,gesture,姿態；手勢；筆勢,
21345856,fossil,化石,
21345857,towel,毛巾,
21345858,surfaces,表面,
21345859,dimensions,面積,
21345860,uncover,暴露,
21345861,strait,海峽,
21345862,automation,自動化,
21345863,high-quality,高品質,
21345864,tide,潮汐,
21345865,rat,鼠,
21345866,blacks,黑色染料,
21345867,detention,滯留,
21345868,coupon,折價券；試樣；息票,
21345869,cloth,布,
21345870,sweat,汗；汗濕,
21345871,restoration,恢復；修復；復原；復育；復職；復元；復舊工程,
21345872,sensors,感測器,
21345873,gem,寶石,
21345874,separation,分離；分居；分流；分色；離距,
21345875,throat,喉；咽喉；喉頭；喉部,
21345876,hospitality,款待,
21345877,adverse,內轉,
21345878,wright,工匠,
21345879,terminate,終止,
21345880,cancellation,取消；註銷；化為零,
21345881,moisture,水分；潮濕；水份；溼度；濕氣,
21345882,scroll,渦捲；捲盤,
21345883,cooperative,合作；合作社；相互合作的,
21345884,provinces,海區,
21345885,hunger,飢餓；饑餓,
21345886,disposal,處理；處置；配置；拋棄；報廢,
21345887,designate,指定；標定,
21345888,firefighter,消防人員,
21345889,bucket,吊桶,
21345890,generator,發電機；產生器；母線；發生器,
21345891,occupation,職業；占領,
21345892,attachment,配件；附著；附件；依附行為,
21345893,weed,淘汰；雜草,
21345894,larry,搖車；運煤車,
21345895,clay,黏土；粘土,
21345896,filmmaker,電影工作者,
21345897,oils,油類,
21345898,mold,模；黴菌；模具；模製；鑄模,
21345899,chains,鏈,
21345900,rhythm,韻律；節律,
21345901,prop,支撐；支柱；支撐桿,
21345902,queue,排隊；等候線；佇列,
21345903,horn,角；喇叭；號角；角峰,
21345904,ferry,渡輪；渡船；渡口,
21345905,turnover,移轉；周轉；迴轉；週轉,
21345906,attributes,象徵物,
21345907,licensing,授權；授證；授權品牌,
21345908,berry,漿果,
21345909,collision,碰撞,
21345910,shooter,攝影師,
21345911,abstract,抽象；摘要,
21345912,corridor,走道；廊道；緩衝區,
21345913,libraries,圖書館,
21345914,lamp,燈；燈具,
21345915,consciousness,意識；知覺,
21345916,radar,雷達；雷達系統,
21345917,organizer,記事本,
21345918,consistency,一致；一致性；稠度；恆定性,
21345919,marketer,行銷者,
21345920,fraction,分數,
21345921,opener,開罐器,
21345922,stimulus,刺激；激勵；刺激物；激源,
21345923,polling,意見調查；詢訊,
21345924,biology,生物學,
21345925,stain,污染；污點；著色劑,
21345926,acute,急性；銳角；急性的,
21345927,spam,垃圾郵件；濫發,
21345928,prescribed,規定的,
21345929,cease,中斷；折痕,
21345930,detain,阻止,
21345931,rotate,旋轉；轉動；輪形；輪狀的,
21345932,hedge,避險；柵欄；套利；綠籬,
21345933,canal,管；水道；運河；渠道,
21345934,hood,引擎蓋；座艙罩,
21345935,mathematics,數學,
21345936,ridge,背；脊；山脊,
21345937,diameter,直徑,
21345938,sleeve,套；袖；封套；套筒；軸套,
21345939,bare,條斑,
21345940,herald,報信者,
21345941,cliff,崖；懸崖,
21345942,surf,泡網；碎波；網路漫遊,
21345943,rig,鑽機,
21345944,shifts,班次,
21345945,insect,昆蟲,
21345946,burns,灼燒,
21345947,drought,乾旱,
21345948,advocacy,倡議,
21345949,explode,爆炸,
21345950,realm,領域；界域,
21345951,bulb,球；燈泡；鱗莖；B快門,
21345952,cement,水泥；；膠水；白堊,
21345953,built-in,內建,
21345954,dial,圓盤；度盤,
21345955,associations,群屬,
21345956,ambulance,救護車,
21345957,apology,道歉,
21345958,shipment,出貨；運送；裝運,
21345959,exemption,豁免；免稅額,
21345960,precision,精密；精度；精確度；精密度；精確性,
21345961,ankle,足踝；踝部,
21345962,dock,碼頭；船塢,
21345963,invent,創造；發明,
21345964,armor,裝甲；盔甲,
21345965,chop,切斷；斬斷；白浪,
21345966,whip,鞭子,
21345967,adaptation,適應；改寫；調適；適應度,
21345968,sensitivity,敏感度；敏感性；靈敏度,
21345969,safeguard,保全；安全裝置,
21345970,garbage,廢料,
21345971,genius,天才；特性；特徵,
21345972,whale,鯨；鯨魚,
21345973,wheat,小麥,
21345974,bases,鹽基,
21345975,discretion,裁量權,
21345976,packet,小包裝；封包,
21345977,refresh,再生；刷新；再新,
21345978,classify,分類；分級,
21345979,bitter,苦的,
21345980,sheep,綿羊,
21345981,alumnus,校友,
21345982,proactive,先制,
21345983,recreation,遊憩；休養,
21345984,vulnerability,脆弱性；脆弱區,
21345985,advances,墊款,
21345986,token,訊標；符記,
21345987,transcript,成績單,
21345988,foul,惡臭的,
21345989,cage,箱網；扣鎖,
21345990,niche,利基,
21345991,ass,驢,
21345992,cherry,櫻桃,
21345993,inspect,檢查；檢驗,
21345994,poison,毒物；毒藥；毒素；毒化,
21345995,ace,空戰英雄,
21345996,vaccinate,接種,
21345997,variations,變奏曲,
21345998,accent,腔調,
21345999,strengths,強勢,
21346000,renewal,更新；再生；更換；換新；續約,
21346001,alpha,α；阿伐,
21346002,directive,指令,
21346003,mat,甲板；蓆；墊子,
21346004,invasion,入侵；侵入,
21346005,relay,繼電器；電驛,
21346006,bloody,血的,
21346007,buzz,口碑；流言,
21346008,dedication,專用；專屬；提供土地,
21346009,originate,擬發,
21346010,certify,證明；認證,
21346011,jeans,牛仔褲,
21346012,incentives,獎金,
21346013,pond,池；池塘,
21346014,census,普查,
21346015,pine,松；鬆；松木,
21346016,flesh,菌肉,
21346017,broadband,寬頻；寬帶,
21346018,reliability,信度；可靠性；可靠度,
21346019,bracket,托架,
21346020,canon,經典；峽谷,
21346021,adjustments,調整,
21346022,canvas,帆布,
21346023,modes,模態,
21346024,tesla,特斯拉,
21346025,grind,研磨,
21346026,manipulate,操控；調處,
21346027,dub,複錄,
21346028,gen,產生,
21346029,superintendent,教育局長；監工,
21346030,monument,界石；標石,
21346031,basement,基礎；基底；基部；底座；打底；地下層；基盤,
21346032,ruler,尺；直尺；規尺,
21346033,tolerance,耐性；耐受；公差；耐受性；容限,
21346034,fork,叉；分支；叉路；鐵叉,
21346035,stitch,裝訂,
21346036,coordination,協調；協同；協調性；共濟；配位,
21346037,stab,刺；刺入,
21346038,conjunction,合；連結；連接；會合；交集；合取,
21346039,cognitive,認知的,
21346040,cooler,冷卻器,
21346041,probability,機率；可能性；概率；或然率,
21346042,civilization,文明,
21346043,follow-up,後續；追蹤；後續追蹤；跟催,
21346044,gateway,閘道,
21346045,distributor,經銷商；發行人；分配器,
21346046,triangle,三角；三角形,
21346047,arc,弧；圓弧；線段；電弧,
21346048,observations,觀測,
21346049,se,標準差,
21346050,kyle,海峽,
21346051,median,中數；中位數；中值；正中的；中央分隔帶,
21346052,distant,遠距,
21346053,levy,選派,
21346054,gaps,縫隙；間隙,
21346055,predecessor,前導,
21346056,forge,偽造；鍛造,
21346057,candle,燭光,
21346058,revise,修正；修訂,
21346059,inequality,不等；不平等；不均等；不等式,
21346060,zip,拉鍊,
21346061,aggregate,集體；聚集；群眾；聚合；骨材；集合體；聚合體；聚集體；團粒,
21346062,mosque,清真寺,
21346063,offences,妨害,
21346064,insurer,保險人,
21346065,sunshine,陽光；日光；日照,
21346066,metals,金屬,
21346067,slope,坡度；斜度；斜率,
21346068,attacker,攻擊者,
21346069,futures,期貨；遠期交易,
21346070,procurement,採購；獲取,
21346071,garlic,大蒜,
21346072,gravity,重力,
21346073,autumn,秋季,
21346074,postpone,延後,
21346075,rap,饒舌歌,
21346076,haul,運距,
21346077,harmony,調和；協調性；諧調；調和性,
21346078,steer,轉向；操縱；牯牛,
21346079,exterior,外部；外景；外貌,
21346080,sticks,桅桿,
21346081,litigation,訴訟,
21346082,doc,文件,
21346083,sock,軟管；短襪,
21346084,strings,弦；弦樂器,
21346085,fatigue,疲勞；疲乏,
21346086,flagship,旗艦,
21346087,dies,鑄模,
21346088,peel,果皮,
21346089,medicare,醫療保險；聯邦醫療保險,
21346090,bloom,花粉；光暈；塊料；藻華；起霜,
21346091,harness,套；線索；吊帶；導線；線束,
21346092,deer,鹿,
21346093,visibility,能見度；可見度；可見性；可視性,
21346094,chunk,區塊；塊肉；厚片；定樣,
21346095,minerals,礦物質,
21346096,gallon,加侖,
21346097,sketch,素描；草圖；要圖,
21346098,intersection,交會；交集；十字路口；交叉點,
21346099,breakthrough,貫穿；穿透,
21346100,axis,軸；軸線,
21346101,router,路由器,
21346102,wallet,皮夾,
21346103,lips,唇,
21346104,embed,嵌入,
21346105,hung,懸掛,
21346106,adjacent,相鄰的；毗連的,
21346107,exchanges,交易所,
21346108,proteins,蛋白質,
21346109,circular,通報；圓形；圓形的；環狀的,
21346110,tweak,微調,
21346111,bookmark,書籤,
21346112,void,空隙；作廢；間隙；白斑；孔洞；空艙；孔隙,
21346113,thunder,雷,
21346114,amateur,業餘；業餘者,
21346115,allergy,過敏；過敏性；過敏症,
21346116,streams,溪流；串流,
21346117,stairs,梯；樓梯,
21346118,stair,梯；樓梯,
21346119,connector,接頭；連接器,
21346120,footprint,足跡,
21346121,bankruptcy,破產,
21346122,coil,螺旋；線圈,
21346123,petrol,石油；汽油,
21346124,oversight,疏忽,
21346125,turner,煎鏟,
21346126,ml,毫升,
21346127,magistrate,裁判,
21346128,supervision,監督；督導；視導,
21346129,sculpture,刻蝕,
21346130,charger,充電器,
21346131,pearl,珍珠；真珠；珍珠的,
21346132,wander,漂移,
21346133,noon,午,
21346134,e-commerce,電子商務,
21346135,retrieve,擷取,
21346136,bleeding,出血；滲出；傷流,
21346137,carriers,載體,
21346138,columns,列,
21346139,advancement,進步；前進；升級,
21346140,cylinder,圓柱；滾筒；圓柱體,
21346141,terrain,地區；地形；地域,
21346142,grasp,抓取；握取,
21346143,pedal,足的；踏板；腳踏板；腳盤,
21346144,constraint,限制；約束；拘束；約制,
21346145,nutrients,營養劑；營養鹽,
21346146,masses,大眾,
21346147,deed,地契,
21346148,balloon,氣球；汽球；探空氣球,
21346149,drift,偏移；漂移；偏航；傷患後送；衝銷,
21346150,headphone,耳機；頭戴式耳機；頭戴耳機,
21346151,maritime,海岸的,
21346152,resignation,辭職,
21346153,compensate,補償；補正,
21346154,monkey,猴,
21346155,greenhouse,溫室,
21346156,methodology,方法論,
21346157,verification,確認；查證；驗證,
21346158,literacy,素養,
21346159,clearing,清除；轉晴,
21346160,clutch,窩；離合器,
21346161,warnings,警告,
21346162,wizard,精靈,
21346163,drilling,鑽；鑽探；鑽孔；鑽井；鑽鑿；條播,
21346164,heels,殘渣,
21346165,thirty,30,
21346166,township,鎮區,
21346167,doctrine,準則；學說,
21346168,beats,拍；拍音,
21346169,simulation,模擬；仿擬,
21346170,donors,捐贈者,
21346171,strand,股；條；繩,
21346172,mob,暴民,
21346173,mason,泥水匠,
21346174,plague,瘟疫；鼠疫,
21346175,belonging,歸屬,
21346176,bust,胸圍；胸像,
21346177,delegation,授權,
21346178,distress,事故；不幸；沮喪；失事；遇險,
21346179,wrist,腕；手腕,
21346180,stimulate,鼓勵；引發；刺激,
21346181,mice,滑鼠,
21346182,listener,收聽者,
21346183,canyon,峽谷；大峽谷,
21346184,rewrite,重寫,
21346185,telecom,電信,
21346186,likelihood,可能性,
21346187,progression,前進；進展；級數,
21346188,leisure,休閒,
21346189,rim,邊緣,
21346190,skirt,裙,
21346191,accumulate,累計,
21346192,generic,屬的；同屬；類名；同屬的,
21346193,appetite,食慾,
21346194,lid,蓋；罩,
21346195,accord,符合；一致,
21346196,dictate,指定,
21346197,judgement,判斷,
21346198,sequel,續集,
21346199,planner,規劃者；計畫者,
21346200,pillar,柱；樁；支柱；石柱,
