ID,英文名稱,中文名稱,圖片,所屬機關單位名稱,機關單位中文名稱,機關單位英文名稱,職等,單位中文名稱,單位英文名稱,單位中文名稱2,單位英文名稱2,更新日期
1507536,1. Baby Seat  2. Car Seat,汽車嬰兒椅,,,,,,,,,,2012-11-26
1507537,Original Copy,正本,,,,,,,,,,2012-11-26
1507538,Official Document,公文,,,,,,,,,,2012-11-26
1507539,Official Envelope,公文封,,,,,,,,,,2012-11-26
1507540,Dedicated Line / Hotline / Service Line,專線,,,,,,,,,,2012-11-26
1507541,Taichung County Indigenous Peoples Service Center ,臺中縣原住民綜合服務中心,,,,,,,,,,2012-11-26
1507542,同意初譯,曹公廟,,,,,,,,,,2012-11-26
1507543,Table of Contents,目   錄,,,,,,,,,,2012-11-26
1507544,"Chief, Educational Affairs Section ",教務處主任,,,,,,,,,,2012-11-26
1507545,"Chief, General Affairs Section ",總務處主任,,,,,,,,,,2012-11-26
1507546,"Chief, Counseling Office",輔導室主任,,,,,,,,,,2012-11-26
1507547,Chief,課長,,,,,,,,,,2012-11-26
1507548,Captain,隊長,,,,,,,,,,2012-11-26
1507549,Regional Development Section,區域發展課,,,,,,,,,,2012-11-26
1507550,Urban and Rural Planning Section,城鄉規劃課,,,,,,,,,,2012-11-26
1507551,Coastal Restoration Section,海岸復育課,,,,,,,,,,2012-11-26
1507552,Regeneration Section,更新開發課,,,,,,,,,,2012-11-26
1507553,Information Management Section,資訊管理課,,,,,,,,,,2012-11-26
1507554,Northern Regional Planning Section,北部區域規劃隊,,,,,,,,,,2012-11-26
1507555,Central Regional Planning Section,中部區域規劃隊,,,,,,,,,,2012-11-26
1507556,Southern Regional Planning Section,南部區域規劃隊,,,,,,,,,,2012-11-26
1507557,Eastern Regional Planning Section,東部區域規劃隊,,,,,,,,,,2012-11-26
1507558,Urban Planning Section,都會區域規劃隊,,,,,,,,,,2012-11-26
1507559,Special Regional Planning Section,特定區域規劃隊,,,,,,,,,,2012-11-26
1507560,Singang Township,新港鄉,,,,,,,,,,2020-03-16
1507561,Hometown Bed & Breakfast        ,老家民宿       ,,,,,,,,,,2012-11-26
1507562,Mandian Motel ,滿點汽車旅館 ,,,,,,,,,,2012-11-26
1507563,Xinzhong Hotel,新中旅社  ,,,,,,,,,,2012-11-26
1507564,Xinhuang Hotel,新晃旅社  ,,,,,,,,,,2012-11-26
1507565,Puzi City,朴子市,,,,,,,,,,2020-03-16
1507566,Puzi City Office,朴子市公所,,,,,,,,,,2012-11-26
1507567,Dexing Village,德興里,,,,,,,,,,2012-11-26
1507568,Hongbin Hotel,宏賓旅社,,,,,,,,,,2012-11-26
1507569,Wanlong Hotel,萬龍旅社,,,,,,,,,,2012-11-26
1507570,Jiazhou Hotel,嘉洲大旅社,,,,,,,,,,2012-11-26
1507571,Dongya Hotel,東亞大旅社,,,,,,,,,,2012-11-26
1507572,Zhongping Hotel,中平大旅社,,,,,,,,,,2012-11-26
1507573,Estate Tax (Counter),遺產稅收件櫃台,,,,,,,,,,2012-11-26
1507574,Gift Tax (Counter),贈與稅收件櫃台,,,,,,,,,,2012-11-26
1507575,Estate Tax (Service),遺產稅審查櫃台,,,,,,,,,,2012-11-26
1507576,Gift Tax (Service),贈與稅審查櫃台,,,,,,,,,,2012-11-26
1507577,"Shengang Township Library, Changhua County",彰化縣伸港鄉立圖書館,,,,,,,,,,2012-11-26
1507578,Student Affairs Section,學生事務處,,,,,,,,,,2012-11-26
1507579,Individual Counseling Room,個別諮商室,,,,,,,,,,2012-11-26
1507580,General Affairs Section,總務處,,,,,,,,,,2012-11-26
1507581,Storeroom,儲藏室,,,,,,,,,,2012-11-26
1507582,Archives,檔案室,,,,,,,,,,2012-11-26
1507583,Personnel Office,人事室,,,,,,,,,,2012-11-26
1507584,Kitchen,廚房,,,,,,,,,,2012-11-26
1507585,Conference Room I (大型) / Meeting Room I (小型),第一會議室,,,,,,,,,,2012-11-26
1507586,Principal (僅校長一人) / Principal's Office (除校長外尚有其他人員在內辦公),校長室,,,,,,,,,,2012-11-26
1507587,School History Room,校史室,,,,,,,,,,2012-11-26
1507588,Accounting Office,會計室,,,,,,,,,,2012-11-26
1507589,Craft and Home Economics Lab,綜合領域教室,,,,,,,,,,2012-11-26
1507590,Educational Affairs Section,教務處,,,,,,,,,,2012-11-26
1507591,File Room,教務資料室,,,,,,,,,,2012-11-26
1507592,Copy Room,文件列印室,,,,,,,,,,2012-11-26
1507593,Group Counseling Room,團體諮商室,,,,,,,,,,2012-11-26
1507594,Counseling Section,輔導處,,,,,,,,,,2012-11-26
1507595,Archives,檔案室,,,,,,,,,,2012-11-26
1507596,Conference Room II (大型) / Meeting Room II (小型),第二會議室,,,,,,,,,,2012-11-26
1507597,"3rd Grade, Class 1",3年1班,,,,,,,,,,2012-11-26
1507598,"3rd Grade, Class 2",3年2班,,,,,,,,,,2012-11-26
1507599,"3rd Grade, Class 3",3年3班,,,,,,,,,,2012-11-26
1507600,Biology Lab,生物教室,,,,,,,,,,2012-11-26
1507601,Biology Equipment Room,生物實驗器材室,,,,,,,,,,2012-11-26
1507602,Multipurpose Instructional Space,行動教室,,,,,,,,,,2012-11-26
1507603,English Village ,英語村,,,,,,,,,,2012-11-26
1507604,The World Games 2009 Classroom,2009世運教室,,,,,,,,,,2012-11-26
1507605,Computer Laboratory / Computer Classroom,電腦教室,,,,,,,,,,2012-11-26
1507606,Physical Education Section,體育組,,,,,,,,,,2012-11-26
1507607,Swimming Pool,游泳池,,,,,,,,,,2012-11-26
1507608,Tool Room,工具間,,,,,,,,,,2012-11-26
1507609,Stage ,講話台,,,,,,,,,,2012-11-26
1507610,Municipal Radio Broadcasting Center,市政廣播行銷中心,,,,,,,,,,2012-11-26
1507611,A Friendly Reminder from the Household Registration Office,戶政小叮嚀,,,,,,,,,,2012-11-26
1507612,"For the following applications, please take a number and await your turn:",下列申請案件請取票等候叫號辦理,,,,,,,,,,2012-11-26
1507613,"For the following applications, please proceed to the designated counters: ",下列申請案件請至指定櫃台辦理,,,,,,,,,,2012-11-26
1507614,One-Time Re-application Pass: Please proceed directly to your original application counter with this pass for same-day re-applications.,當日一次告知單續辦-原受理櫃台,,,,,,,,,,2012-11-26
1507615,Household Registration Application Information,戶籍登記案件申請須知,,,,,,,,,,2012-11-26
1507616,Household Registration and Certificate Issuance Procedures and Fees,戶籍登記、證明核發流程及規費一覽表,,,,,,,,,,2012-11-26
1507617,Application Categories and Processing Times,處理人民申請案件項目暨期限表,,,,,,,,,,2012-11-26
1507618,Standard Fines for Household Registration Violations,戶籍罰鍰處罰金額基準表,,,,,,,,,,2012-11-26
1507619,Document Archives,公文檔案室,,,,,,,,,,2012-11-26
1507620,Household Registration Archives,戶籍資料檔案室,,,,,,,,,,2012-11-26
1507621,Household Registration Laws and Regulations,法令研習,,,,,,,,,,2012-11-26
1507622,Underground Parking/Staff Only,地下停車場/非本局員工請勿進入,,,,,,,,,,2012-11-26
1507623,Opening Hours: 7:30 a.m. to 9:30 p.m. Monday-Friday,開放時間週一~週五上午7:30~晚上9:30,,,,,,,,,,2012-11-26
1507624,Turn On Headlights and Slow Down ,請開頭燈 減速慢行,,,,,,,,,,2012-11-26
1507625,Automobile and Motorcycle Parking/ B2 Parking ,汽機車停車區/B2停車區,,,,,,,,,,2012-11-26
1507626,Disabled Parking Only  ,身心障礙停車區,,,,,,,,,,2012-11-26
1507627,Motorcycle and Bicycle Parking / B2 Parking ,機踏車停車區/B2停車區,,,,,,,,,,2012-11-26
1507628,VIP Parking ,貴賓停車區,,,,,,,,,,2012-11-26
1507629,Bicycle Parking,自行車停車區,,,,,,,,,,2012-11-26
1507630,Motorcycle Parking ,機車停車區,,,,,,,,,,2012-11-26
1507631,All Vehicles Must Turn Right,車輛進入一律右轉,,,,,,,,,,2012-11-26
1507632,Parking Lot 1,第一停車區,,,,,,,,,,2012-11-26
1507633,Parking Lot 2,第二停車區,,,,,,,,,,2012-11-26
1507634,Official Vehicles Only,公務車停車區,,,,,,,,,,2012-11-26
1507635,B2 Automobile Parking ,B2汽車停車區,,,,,,,,,,2012-11-26
1507636,Danger: Deep Water,水深危險請勿靠近,,,,,,,,,,2012-11-26
1507637,"Local  Tax  Bureau, Hsinchu County",新竹縣政府稅捐稽徵局,,,,,,,,,,2012-11-26
1507638,PET Bottles,寶特瓶,,,,,,,,,,2012-11-26
1507639,Welcome to Chiayi  National Forest Area,歡迎進入國有林地,,,,,,,,,,2012-11-26
1507640,Thank you for visiting Alishan National Forest Recreation Area. Please come again!,阿里山國家森林遊樂區歡迎再度光臨,,,,,,,,,,2012-11-26
1507641,Employment Development Program Desk,外展專案區,,,,,,,,,,2012-11-26
1507642,Supervision Officer  ,約聘社工督導員,,,,,,,,,,2012-11-26
1507643, Taoyuan County Early Intervention Referral Center  ,桃園縣兒童發展通報轉介中心,,,,,,,,,,2012-11-26
1507644,Anping Port,安平商港,,,,,,,,,,2012-11-26
1507645,This branch is an authorized foreign currency exchange bank.,奉准開辦指定外匯業務擴大服務各界,,,,,,,,,,2012-11-26
1507646,Latest One-Month Secondary Market Interest Rate (Percent Per Annum) on 31-90 Day Commercial Paper Disclosed in the Central Bank of the Republic of China's 'Financial Statistics Monthly',中央銀行金融統計月報最近一個月31天至90天期商業本票次級市場利率平均數,,,,,,,,,,2012-11-26
1507647,One-stop Window  ,一處收件全程服務,,,,,,,,,,2012-11-26
1507648,Administrative Area Planning,區里行政,,,,,,,,,,2012-11-26
1507649,Neighborhood Residents Assembly,里民大會,,,,,,,,,,2012-11-26
1507650,Assessor,審核員,,,,,,,,,,2012-11-26
1507651,National Pension Assessor,國民年金審核員,,,,,,,,,,2012-11-26
1507652,National Pension,國民年金,,,,,,,,,,2012-11-26
1507653,Case Filing and Assignment,收文登記 掛號分文,,,,,,,,,,2012-11-26
1507654,"Parks and Street Lamps Office, Renwu Township, Kaohsiung City",高雄市仁武鄉公園及路燈管理所,,,,,,,,,,2012-11-26
