ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5452582,single punch,單銃,,106.02.16,Remington,2019-10-31
5452583,single punch tablet machine,單銃壓錠機,,102.06.13,中華無菌製劑協會,2019-10-31
5452584,single-beam equal-arm balance,單樑等臂天平,,106.02.16,Remington,2019-10-31
5452585,single-blind design,單盲試驗設計,,102.06.13,中華無菌製劑協會,2019-10-31
5452586,single-donor plasma,單一來源血漿,,106.02.16,Remington,2019-10-31
5452587,sinker,沉錘,,107.11.22,,2019-10-31
5452588,sintered glass,燒結玻璃；熔砂玻璃,,106.02.16,Remington,2019-10-31
5452589,Siraitiae Fructus,羅漢果,,106.10.12,,2019-10-31
5452590,sitagliptin phosphate,磷酸西他列汀,,,化學藥品,2019-10-31
5452591,site acceptance test {=SAT},現場驗收,,104.02.26,GMP,2019-10-31
5452592,site of action,作用部位,,102.06.13,中華無菌製劑協會,2019-10-31
5452593,size-exclusion chromatography,粒徑篩析層析法,,106.02.16,Remington,2019-10-31
5452594,skeletal muscle relaxants,骨骼肌鬆弛劑,,102.06.13,中華無菌製劑協會,2019-10-31
5452595,skin antigen tests,皮膚抗原試驗,,106.02.16,Remington,2019-10-31
5452596,skin irritation test,皮膚刺激性試驗,,106.02.16,Remington,2019-10-31
5452597,slant cultivation,斜面培養,,102.06.13,中華無菌製劑協會,2019-10-31
5452598,slice,切片；片,,102.06.13,中華無菌製劑協會,2019-10-31
5452599,slide culture,玻片培養,,102.06.13,中華無菌製劑協會,2019-10-31
5452600,slippery elm,赤榆；滑榆,,103.10.30,健康食品,2019-10-31
5452601,slow-reacting substance {=SRS},慢反應物質,,102.06.13,中華無菌製劑協會,2019-10-31
5452602,small volume injections,小容量注射劑,,102.11.06,藥品劑型分類草案,2019-10-31
5452603,small volume parenterals {=SVP},小容量注射液劑,,102.11.06,藥品劑型分類草案,2019-10-31
5452604,smallpox vaccine,痘苗；天花疫苗,,102.11.06,中華藥典,2019-10-31
5452605,smooth greenbrier root {Smilacis Glabrae Rhizoma},土茯苓,,103.09.11,中醫藥,2019-10-31
5452606,smooth muscle,平滑肌,,103.03.13,中華無菌製劑協會,2019-10-31
5452607,snake venom,蛇毒,,102.06.13,中華無菌製劑協會,2019-10-31
5452608,soap,肥皂,,102.06.13,中華無菌製劑協會,2019-10-31
5452609,"SOAP {subjective, objective, assessment, plan} note",病患藥歷 {主訴、客觀數據/資料、用藥評析與規劃},,106.02.16,Remington,2019-10-31
5452610,soapstone,滑石,,106.02.16,Remington,2019-10-31
5452611,soda,蘇打；碳酸鈉,,106.02.16,Remington,2019-10-31
5452612,sodium {=Na},鈉,,102.11.06,中華藥典,2019-10-31
5452613,sodium 1-pentanesulfonate,1-戊磺酸鈉,,102.11.06,中華藥典,2019-10-31
5452614,sodium acetate,乙酸鈉；醋酸鈉,,102.11.06,中華藥典,2019-10-31
5452615,sodium alginate,褐藻酸鈉,,104.07.09,Remington,2019-10-31
5452616,sodium benzoate,苯甲酸鈉,,102.11.06,中華藥典,2019-10-31
5452617,sodium bicarbonate,碳酸氫鈉,,102.11.06,中華藥典,2019-10-31
5452618,sodium bisulfite,亞硫酸氫鈉,,102.11.06,中華藥典,2019-10-31
5452619,sodium bitartrate,酒石酸氫鈉,,102.11.06,中華藥典,2019-10-31
5452620,sodium borate,硼酸鈉,,102.11.06,中華藥典,2019-10-31
5452621,sodium borohydride,硼氫化鈉,,107.05.14,通則試藥與溶液,2019-10-31
5452622,sodium bromide,溴化鈉,,102.08.13,國立編譯館,2019-10-31
5452623,sodium carbonate,碳酸鈉,,102.11.06,中華藥典,2019-10-31
5452624,sodium chloride,氯化鈉,,102.11.06,中華藥典,2019-10-31
5452625,sodium chloride equivalent method,氯化鈉當量法,,106.02.16,Remington,2019-10-31
5452626,sodium chloride injection,氯化鈉注射液,,102.11.06,中華藥典,2019-10-31
5452627,sodium chloride irrigation,氯化鈉灌洗液,,102.11.06,中華藥典,2019-10-31
5452628,sodium chloride tablets,氯化鈉錠；鹽錠；鹽片,,102.11.06,中華藥典,2019-10-31
5452629,sodium citrate,檸檬酸鈉,,102.11.06,中華藥典,2019-10-31
5452630,sodium cyanide,氰化鈉,,102.08.13,國立編譯館,2019-10-31
5452631,sodium dithionite,二硫亞磺酸鈉,,102.12.05,中華藥典,2019-10-31
5452632,sodium dodecyl sulfate {=SDS},十二烷基硫酸鈉,,102.11.06,中華藥典,2019-10-31
5452633,sodium fluoride,氟化鈉,,102.11.06,中華藥典,2019-10-31
5452634,sodium hydrosulfite,亞硫酸氫鈉,,102.12.05,中華藥典,2019-10-31
5452635,sodium hydroxide,氫氧化鈉；苛性鈉,,102.08.13,國立編譯館,2019-10-31
5452636,sodium hypochlorite,次氯酸鈉,,106.02.16,Remington,2019-10-31
5452637,sodium iodide,碘化鈉,,102.12.05,中華藥典,2019-10-31
5452638,sodium iodide {131I},放射性碘化鈉,,102.12.05,中華藥典,2019-10-31
5452639,sodium lactate,乳酸鈉,,102.12.05,中華藥典,2019-10-31
5452640,sodium lauryl sulfate {=SLS},硫酸月桂酯鈉,,102.11.06,,2019-10-31
5452641,sodium metabisulfite,偏二亞硫酸鈉,,106.02.16,Remington,2019-10-31
5452642,sodium monofluorophosphate,單氟磷酸鈉,,102.12.05,中華藥典,2019-10-31
5452643,sodium nitrate,硝酸鈉,,102.08.13,國立編譯館,2019-10-31
5452644,sodium nitrite,亞硝酸鈉,,102.12.05,中華藥典,2019-10-31
5452645,sodium nitroprusside; sodium nitroferricyanide,硝普鈉；亞硝氰鐵化鈉,,102.08.13,國立編譯館,2019-10-31
5452646,sodium oxalate,草酸鈉,,102.12.05,中華藥典,2019-10-31
5452647,sodium pertechnetate 99mTc,過鎝酸鈉 (99mTc),,102.12.05,中華藥典,2019-10-31
5452648,sodium phosphate,磷酸鈉,,106.02.16,Remington,2019-10-31
5452649,sodium polystyrene sulfonate,聚苯乙烯磺酸鈉,,106.02.16,Remington,2019-10-31
5452650,sodium potassium tartrate,酒石酸鉀鈉,,102.08.13,國立編譯館,2019-10-31
5452651,sodium salicylate,水楊酸鈉,,102.12.05,中華藥典,2019-10-31
5452652,sodium silicate,矽酸鈉；水玻璃,,102.08.13,國立編譯館,2019-10-31
5452653,sodium stearate,硬脂酸鈉,,106.02.16,Remington,2019-10-31
5452654,sodium sulfate,硫酸鈉,,102.12.05,中華藥典,2019-10-31
5452655,sodium sulfide,硫化鈉,,102.12.05,中華藥典,2019-10-31
5452656,sodium tetraborate {borax},四硼酸鈉；硼砂,,106.02.16,Remington,2019-10-31
5452657,sodium tetradecyl sulfate,十四烷基硫酸鈉,,106.02.16,Remington,2019-10-31
5452658,sodium thioglycollate,硫代乙醇酸鈉,,106.02.16,Remington,2019-10-31
5452659,sodium thiosulfate,硫代硫酸鈉,,102.12.05,中華藥典,2019-10-31
5452660,sodium tungstate,鎢酸鈉,,102.08.13,國立編譯館,2019-10-31
5452662,soft capsule,軟膠囊,,106.02.16,Remington,2019-10-31
5452663,soft capsules,軟膠囊劑,,102.11.06,藥品劑型分類草案,2019-10-31
5452664,soft drug,軟藥,,102.06.13,中華無菌製劑協會,2019-10-31
5452665,soft elastic capsule,軟膠囊,,106.02.16,Remington,2019-10-31
5452666,soft soap,鉀肥皂；軟肥皂,,102.08.13,國立編譯館,2019-10-31
5452667,sol,溶膠,,102.06.13,中華無菌製劑協會,2019-10-31
5452668,solid dispersion,固體分散,,106.08.15,Remington,2019-10-31
5452669,solid dosage forms,固體劑型,,102.11.06,藥品劑型分類草案,2019-10-31
5452670,solid fill,固體充填,,102.11.06,藥品劑型分類草案,2019-10-31
5452671,solid particle film,固體粒子薄膜,,106.02.16,Remington,2019-10-31
5452672,solid phase,固相,,102.06.13,,2019-10-31
5452673,solid solution,固態溶液,,102.06.13,中華無菌製劑協會,2019-10-31
5452674,solid spherical core,實心球形核,,108.04.25,,2019-10-31
5452675,solid support,撐體,,106.09.12,,2019-10-31
5452676,solubility,溶解度,,102.06.13,中華無菌製劑協會,2019-10-31
5452677,solubility profile,溶解度概貌,,106.02.16,Remington,2019-10-31
5452678,solubilization,增溶；助溶,,102.06.13,中華無菌製劑協會,2019-10-31
5452679,solubilizer,增溶劑；助溶劑,,102.06.13,中華無菌製劑協會,2019-10-31
5452680,soluble guncotton,火棉膠,,105.03.18,Remington,2019-10-31
5452681,soluble tablet,可溶錠,,102.06.13,中華無菌製劑協會,2019-10-31
5452682,solute,溶質,,106.02.16,Remington,2019-10-31
5452683,solution,溶液[劑],,102.06.13,中華無菌製劑協會,2019-10-31
5452684,solution of arsenious and mercuric iodide,碘化汞砷溶液,,102.08.13,國立編譯館,2019-10-31
5452685,solutions,溶液劑,,102.11.06,國立編譯館,2019-10-31
5452686,solvation,溶劑合,,106.02.16,Remington,2019-10-31
5452687,solvent,溶媒；溶劑,,102.11.06,國立編譯館,2019-10-31
5452688,solvent programming,溶劑梯度沖提,,106.09.12,,2019-10-31
5452689,solvolysis,溶劑分解；溶劑解,,106.02.16,Remington,2019-10-31
5452690,solvophobic effect,疏溶媒效應,,106.02.16,Remington,2019-10-31
5452691,somatostatin,生長激素釋放抑制因子；體抑素,,102.08.13,中華無菌製劑協會：新藥,2019-10-31
5452692,somatotropic hormones,生長激素類,,,,2019-10-31
5452693,somatotropin,生長激素,,106.02.16,Remington,2019-10-31
5452694,sophora flower {Sophorae Flos},槐花；槐米,,103.09.11,中醫藥,2019-10-31
5452695,sophora fruit {Sophorae Fructus},槐角,,103.09.11,中醫藥,2019-10-31
5452696,sorbic acid,山梨酸,,106.02.16,Remington,2019-10-31
5452697,sorbitan esters,山梨醇酯,,106.02.16,Remington,2019-10-31
5452699,source plasma,原料血漿,,104.02.26,GMP,2019-10-31
5452700,Soxhlet extractor,索氏抽提器,,102.06.13,中華無菌製劑協會,2019-10-31
5452701,soybean oil,大豆油,,102.12.05,中華藥典,2019-10-31
5452702,Spanish fly,西班牙斑蝥；綠蒼蠅,,102.11.06,國立編譯館,2019-10-31
5452703,Spans,山梨醇酯,,106.02.16,Remington,2019-10-31
5452704,spare receptor,備用受體,,102.06.13,中華無菌製劑協會,2019-10-31
5452705,sparteine,金雀花鹼,,102.11.06,國立編譯館,2019-10-31
5452706,spasmolytics,解痙藥,,102.11.06,國立編譯館,2019-10-31
5452707,spatholobus stem {Spatholobi Caulis},雞血藤,,103.09.11,中醫藥,2019-10-31
5452708,spearmint,綠薄荷,,102.11.06,國立編譯館,2019-10-31
5452709,spearmint oil,綠薄荷油,,101.09.06,國立編譯館,2019-10-31
5452710,species,種,,106.03.14,Remington,2019-10-31
5452711,specific absorbance,比吸光度,,107.11.22,,2019-10-31
5452712,specific activity,比活性,,102.06.13,中華無菌製劑協會,2019-10-31
5452713,specific gravity,比重,,106.03.14,Remington,2019-10-31
5452714,specific intrinsic viscosity,比固有黏度,,103.03.13,中華無菌製劑協會,2019-10-31
5452715,specific optical rotation,比旋光度,,102.06.13,中華無菌製劑協會,2019-10-31
5452716,specific surface area,比表面積,,102.06.13,中華無菌製劑協會,2019-10-31
5452717,specific test,專一試驗,,106.11.09,ICH Q6A,2019-10-31
5452718,specification,規格,,102.06.13,中華無菌製劑協會,2019-10-31
5452719,specificity,專一性,,102.06.13,中華無菌製劑協會,2019-10-31
5452720,specified impurity,特定不純物,,106.11.09,ICH Q3A,2019-10-31
5452721,specified pathogen free {=SPF},無特定病源,,104.02.26,GMP,2019-10-31
5452722,specimen,標本；樣本,,102.06.13,中華無菌製劑協會,2019-10-31
5452723,spectrometric,光譜的,,106.03.14,Remington,2019-10-31
5452724,spectrometry,光譜測定法,,106.03.14,Remington,2019-10-31
5452725,spectrophotometry,分光光度學；分光光度測定法,,106.03.14,Remington,2019-10-31
5452726,spectroscopy,光譜學,,106.03.14,Remington,2019-10-31
5452727,spermaceti,鯨蠟,,102.12.05,中華藥典,2019-10-31
5452728,spermaticides,殺精子藥,,102.06.13,中華無菌製劑協會,2019-10-31
5452729,spheronization,球形化,,106.03.14,Remington,2019-10-31
5452730,spice,香料,,102.11.06,國立編譯館,2019-10-31
5452731,spiking,外加,,104.02.26,GMP,2019-10-31
5452732,spinal anesthesia,脊髓麻醉,,102.06.13,中華無菌製劑協會,2019-10-31
5452733,spiny jujube kernel {Ziziphi Spinosi Semen},酸棗仁,,103.09.11,中醫藥,2019-10-31
5452734,spirastane,類固醇螺烷,,102.06.13,中華無菌製劑協會,2019-10-31
5452735,spirits,醑劑,,,國編館,2019-10-31
5452736,Spirulina,螺旋藻,,103.10.30,健康食品,2019-10-31
5452737,splicing,剪接,,102.06.13,中華無菌製劑協會,2019-10-31
5452738,split,分流,,102.06.13,中華無菌製劑協會,2019-10-31
5452739,splitting,錠片裂隙,,104.09.10,Remington,2019-10-31
5452740,sponge,海綿,,102.11.06,國立編譯館,2019-10-31
5452741,sponsor,試驗委託者,,102.11.06,pics-gmp,2019-10-31
5452742,spontaneous mutation,自然突變,,102.06.13,中華無菌製劑協會,2019-10-31
5452743,sporicidal agent,殺孢劑,,104.02.26,GMP,2019-10-31
5452744,spotting,點注,,106.09.12,,2019-10-31
5452745,spray,噴霧[劑],,102.06.13,中華無菌製劑協會,2019-10-31
5452746,spray congealing,噴霧冷凝,,106.03.14,Remington,2019-10-31
5452747,spray drying,噴霧乾燥,,102.06.13,中華無菌製劑協會,2019-10-31
5452748,spray reagent,噴霧試劑,,102.03.14,中華無菌製劑協會,2019-10-31
5452749,sprayer,噴霧器,,102.03.14,中華無菌製劑協會,2019-10-31
5452750,spread plate cultivation,塗布培養,,102.06.13,中華無菌製劑協會,2019-10-31
5452751,squalane,(角) 鯊烷,,102.12.05,中華藥典,2019-10-31
5452752,squalene,(角) 鯊烯,,102.12.05,,2019-10-31
5452753,squill,海蔥,,102.11.06,國立編譯館,2019-10-31
5452754,St. John's wort,貫葉連翹,,103.03.13,,2019-10-31
5452755,stability,安定性,,102.06.13,中華無菌製劑協會,2019-10-31
5452756,stability indicating method,安定性指示法,,102.06.13,中華無菌製劑協會,2019-10-31
5452757,stability test,安定性試驗,,102.06.13,,2019-10-31
5452758,stabilization,安定化,,102.06.13,中華無菌製劑協會,2019-10-31
5452759,stabilizer,安定劑,,102.06.13,中華無菌製劑協會,2019-10-31
5452760,stakeholder,利害關係人,,104.02.26,GMP,2019-10-31
5452761,standard curve,標準曲線,,105.09.22,,2019-10-31
5452762,standard deviation {=SD},標準偏差,,102.06.13,,2019-10-31
5452763,standard error {=SE},標準誤差,,102.06.13,中華無菌製劑協會,2019-10-31
5452764,standard operation procedure {=SOP},標準作業程序,,102.06.13,,2019-10-31
5452765,standard substance,標準物,,102.06.13,中華無菌製劑協會,2019-10-31
5452766,standardization,標準化,,102.06.13,中華無菌製劑協會,2019-10-31
5452767,standardized coding systems,標準化編碼系統,,106.03.14,Remington,2019-10-31
5452768,stannous fluoride,氟化亞錫,,102.12.05,中華藥典,2019-10-31
5452769,Staphylococcus aureus,金黃色葡萄球菌,,102.06.13,中華無菌製劑協會,2019-10-31
5452770,star anise {Anisi Stellati Fructus},八角茴香；大茴香,,103.09.11,中醫藥,2019-10-31
5452771,starch,澱粉,,102.12.05,中華藥典,2019-10-31
5452772,starch grain,澱粉粒,,102.06.13,中華無菌製劑協會,2019-10-31
5452773,starch paste,澱粉糊,,106.03.14,Remington,2019-10-31
5452774,starch-potassium iodide amylose TS,碘化鉀澱粉試液,,102.12.05,中華藥典,2019-10-31
5452775,starting material,起始物,,104.04.02,GMP,2019-10-31
5452776,state of control,管制狀態；管控狀態,,104.02.26,GMP,2019-10-31
5452777,statin drugs,斯他汀類藥物,,106.09.12,,2019-10-31
5452778,stationary disk system,固定式圓盤溶離系統,,106.03.14,Remington,2019-10-31
5452779,stationary phase,固定相；靜相,,106.08.15,Remington,2019-10-31
5452780,statistical quality control {=SQC},統計品管,,102.06.13,中華無菌製劑協會,2019-10-31
5452781,statistics,統計學,,106.03.14,Remington,2019-10-31
5452782,Statute for Control of Cosmetic Hygiene ,化粧品衛生管理條例,,103.01.16,中華無菌製劑協會,2019-10-31
5452783,Statute for the Control of Controlled Drugs,管制藥品管理條例,,103.01.16,中華無菌製劑協會,2019-10-31
5452784,steady-state plasma drug concentration,穩態血漿藥物濃度,,102.07.16,中華無菌製劑協會,2019-10-31
5452785,steam bath,蒸汽浴,,108.04.25,,2019-10-31
5452786,steam distillation,蒸汽蒸餾,,106.03.14,Remington,2019-10-31
5452787,steam sterilization,蒸汽滅菌,,102.07.16,中華無菌製劑協會,2019-10-31
5452788,steam-in-place {=SIP},原位蒸汽,,104.02.26,GMP,2019-10-31
5452789,steam-in-place {=SIP} sterilization,原位蒸汽滅菌,,,,2019-10-31
5452790,stearic acid,硬脂酸,,102.12.05,中華藥典,2019-10-31
5452791,stearyl alcohol,硬脂醇,,102.12.05,中華藥典,2019-10-31
5452792,stem cells,幹細胞,,102.07.16,中華無菌製劑協會,2019-10-31
5452793,stenosis,狹窄,,106.03.14,Remington,2019-10-31
5452794,sterculia {Sterculiae Lychnophorae Semen},胖大海,,103.09.11,中醫藥,2019-10-31
5452795,stereochemistry,立體化學,,102.07.16,中華無菌製劑協會,2019-10-31
5452796,stereoisomer,立體異構物,,102.07.16,中華無菌製劑協會,2019-10-31
5452797,stereoisomerism,立體異構性,,106.03.14,Remington,2019-10-31
5452798,stereoselectivity,立體選擇性,,102.07.16,中華無菌製劑協會,2019-10-31
5452799,stereospecificity,立體專一性,,102.07.16,中華無菌製劑協會,2019-10-31
5452800,steric effect,立體效應,,102.07.16,中華無菌製劑協會,2019-10-31
5452801,steric hindrance,立體障礙,,102.07.16,中華無菌製劑協會,2019-10-31
5452802,sterilants,滅菌劑,,104.02.26,GMP,2019-10-31
5452803,sterile,無菌的,,102.11.06,,2019-10-31
5452804,"sterile eye, ear and nose solutions",無菌眼耳鼻用液劑,,102.11.06,藥品劑型分類草案,2019-10-31
5452805,"sterile eye, ear and nose suspensions",無菌眼耳鼻用懸液劑,,102.11.06,藥品劑型分類草案,2019-10-31
5452806,sterile powder for injection,注射用無菌粉末,,102.07.16,中華無菌製劑協會,2019-10-31
5452807,sterile powder for parenteral suspension,注射懸液用無菌粉末,,102.07.16,中華無菌製劑協會,2019-10-31
5452808,sterile preparation,無菌製劑,,102.07.16,,2019-10-31
5452809,sterile product,無菌製品；無菌產品,,102.07.16,中華無菌製劑協會,2019-10-31
5452810,sterile purified water,無菌純淨水,,102.12.05,中華藥典,2019-10-31
5452811,sterile room,無菌室,,102.07.16,中華無菌製劑協會,2019-10-31
5452812,sterile water for injection,無菌注射用水,,102.12.05,中華藥典,2019-10-31
5452813,sterile water for irrigation,無菌灌洗用水,,102.12.05,中華藥典,2019-10-31
5452814,sterilising grade filter,除菌級濾器,,104.02.26,GMP,2019-10-31
5452815,sterility,無菌性；無菌,,102.07.16,中華無菌製劑協會,2019-10-31
5452816,sterility assurance level {=SAL},無菌性保證層級,,104.02.26,GMP,2019-10-31
5452817,sterility test,無菌試驗,,106.08.15,Remington,2019-10-31
5452818,sterilization,滅菌,,102.07.16,中華無菌製劑協會,2019-10-31
5452819,sterilization in place {=SIP},原位滅菌,,104.02.26,GMP,2019-10-31
5452820,sterilized,已滅菌的,,102.11.06,國立編譯館,2019-10-31
5452821,sterilizer,滅菌器,,106.03.14,Remington,2019-10-31
5452822,sterilizing filter,濾菌器；除菌過濾器,,104.02.26,GMP,2019-10-31
5452823,steroid,類固醇,,106.03.14,Remington,2019-10-31
5452824,sterols,固醇類,,106.03.14,Remington,2019-10-31
5452825,stick,棒劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452826,stilbene,二苯乙烯；茋,,102.07.16,中華無菌製劑協會,2019-10-31
5452827,stills,蒸餾器,,106.03.14,Remington,2019-10-31
5452828,stimulants,興奮劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452829,stimulation,興奮,,102.07.16,中華無菌製劑協會,2019-10-31
5452830,stock solution,儲備液,,106.03.14,Remington,2019-10-31
5452831,stoichiometry,化學計量法,,106.03.14,Remington,2019-10-31
5452832,stomachics,健胃劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452833,stomata,氣孔,,102.07.16,中華無菌製劑協會,2019-10-31
5452834,stone cell,石細胞,,102.07.16,中華無菌製劑協會,2019-10-31
5452835,stopper,瓶塞；塞,,102.04.18,,2019-10-31
5452836,storage,貯藏；貯存,,102.07.16,中華無菌製劑協會,2019-10-31
5452837,storax {Styrax},蘇合香,,103.09.11,中醫藥,2019-10-31
5452838,strain identification,菌種鑑別,,102.07.16,中華無菌製劑協會,2019-10-31
5452839,strain improvement,菌種改良,,102.07.16,中華無菌製劑協會,2019-10-31
5452840,stramonium,曼陀羅,,102.11.06,國立編譯館,2019-10-31
5452841,stratification,層化；積層,,106.03.14,Remington,2019-10-31
5452842,stratum corneum,角質層,,106.03.14,Remington,2019-10-31
5452843,stray light,迷光,,102.11.06,pics-gmp,2019-10-31
5452844,streak cultivation,劃線培養,,102.07.16,中華無菌製劑協會,2019-10-31
5452845,"strength, weakness, opportunity, threat {=SWOT} analysis",SWOT分析,,106.04.11,Remington,2019-10-31
5452846,streptogramins,鏈陽性菌素類,,106.03.14,Remington,2019-10-31
5452847,Streptomyces,鏈絲菌屬,,102.07.16,中華無菌製劑協會,2019-10-31
5452849,stress testing,虐待試驗；苛酷試驗,,104.02.26,GMP,2019-10-31
5452850,striation,條紋；紋理,,102.07.16,中華無菌製劑協會,2019-10-31
5452851,strontium {=Sr},鍶,,106.03.14,Remington,2019-10-31
5452852,strontium {89Sr} chloride,氯化鍶 (89Sr),,102.08.13,中華無菌製劑協會：新藥,2019-10-31
5452853,strophanthin,毒毛旋花子苷,,102.07.16,中華無菌製劑協會,2019-10-31
5452854,strophanthin-G,毒毛旋花子苷-G,,102.12.05,中華藥典,2019-10-31
5452855,strophanthus,毒毛旋花子,,102.11.06,國立編譯館,2019-10-31
5452856,structural alert for mutagenicity,誘突變結構警示,,106.11.09,ICH M7,2019-10-31
5452857,structured vehicles,結構性載體,,106.03.14,Remington,2019-10-31
5452858,strychnine,番木鼈鹼,,102.12.05,中華藥典,2019-10-31
5452859,Student t-test {=t-test},t-試驗,,103.01.16,中華無菌製劑協會,2019-10-31
5452860,study design,研究設計,,106.03.14,Remington,2019-10-31
5452861,study evaluation criteria,研究評估基準,,106.03.14,Remington,2019-10-31
5452862,study product,研究用藥,,104.06.11,GCP,2019-10-31
5452863,styloid crystal,柱晶,,102.07.16,中華無菌製劑協會,2019-10-31
5452864,styptics,止血劑,,106.04.11,Remington,2019-10-31
5452865,styrene,苯乙烯,,108.04.25,,2019-10-31
5452866,styrene–divinylbenzene copolymer,苯乙烯–二乙烯苯共聚物,,108.04.25,,2019-10-31
5452867,styrene-para-divinylbenzene,苯乙烯–對二乙烯苯共聚物,,108.04.25,,2019-10-31
5452868,subacute toxicity,亞急性毒性,,102.07.16,中華無菌製劑協會,2019-10-31
5452869,sub-coat,底衣層,,102.07.16,中華無菌製劑協會,2019-10-31
5452870,subconjunctival,結膜下,,106.04.11,Remington,2019-10-31
5452871,subculture,繼代培養,,104.02.26,GMP,2019-10-31
5452872,subcutaneous {=s.c.},皮下的,,102.07.16,中華無菌製劑協會,2019-10-31
5452873,subcutaneous injection,皮下注射,,101.03.08,,2019-10-31
5452874,suberic acid,栓酸；辛二酸,,102.11.06,國立編譯館,2019-10-31
5452875,subject {GCP},受試者,,104.06.11,GCP,2019-10-31
5452876,sublimate gauze,昇汞紗布,,102.11.06,國立編譯館,2019-10-31
5452877,sublimation,昇華,,102.07.16,中華無菌製劑協會,2019-10-31
5452878,sublimed sulphur,昇華硫,,102.11.06,國立編譯館,2019-10-31
5452879,sublingual,舌下[的],,102.07.16,中華無菌製劑協會,2019-10-31
5452880,sublingual tablet,舌下錠,,102.07.16,中華無菌製劑協會,2019-10-31
5452881,submerged fermentation,浸沈發酵,,102.07.16,中華無菌製劑協會,2019-10-31
5452882,submicron,微米,,108.04.25,,2019-10-31
5452883,substance abuse,物質濫用,,106.04.11,Remington,2019-10-31
5452884,substituent effect,取代基效應,,102.07.16,中華無菌製劑協會,2019-10-31
5452885,substitute,替代藥；代用品,,102.07.16,中華無菌製劑協會,2019-10-31
5452886,substitution,取代；置換,,106.04.11,Remington,2019-10-31
5452887,substrate,受質,,102.07.16,中華無菌製劑協會,2019-10-31
5452888,subunit,次單元,,102.07.16,中華無菌製劑協會,2019-10-31
5452889,succinate,琥珀酸鹽；丁二酸鹽；丁二酸酯,,102.07.16,中華無菌製劑協會,2019-10-31
5452890,succinic acid,琥珀酸,,102.11.06,國立編譯館,2019-10-31
5452891,succinylcholine chloride,氯化琥珀膽鹼,,102.12.05,中華藥典,2019-10-31
5452892,sucrose,蔗糖,,102.11.06,中華藥典,2019-10-31
5452893,suction filtration,抽氣過濾,,105.06.20,,2019-10-31
5452894,Sudan blue,蘇丹藍,,102.07.16,中華無菌製劑協會,2019-10-31
5452895,sugar-coated tablet,糖衣錠,,102.07.16,中華無菌製劑協會,2019-10-31
5452896,suicide substrate inhibitors,自殺式受質抑制劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452897,suite of clean rooms,潔淨套室,,102.11.06,pics-gmp,2019-10-31
5452899,sulfadiazine,磺胺達淨,,,化學藥品,2019-10-31
5452900,sulfadimethoxine,達美磺胺,,102.12.05,中華藥典,2019-10-31
5452901,sulfadoxine,異達美磺胺,,102.12.05,中華藥典,2019-10-31
5452902,sulfamethoxazole,磺胺甲噁唑,,102.12.05,中華藥典,2019-10-31
5452903,sulfamic acid,胺基苯磺酸,,102.07.16,中華無菌製劑協會,2019-10-31
5452905,sulfanilic acid,對胺苯磺酸,,2021.01.19,,2019-10-31
5452907,sulfasalazine,洒拉淨,,,化學藥品,2019-10-31
5452908,sulfathiazole,磺胺肼唑,,102.12.05,中華藥典,2019-10-31
5452909,sulfisoxazole,異唑磺胺,,102.12.05,中華藥典,2019-10-31
5452910,sulfobromophthalein sodium,溴酚碸磺酸鈉,,102.12.05,中華藥典,2019-10-31
5452911,sulfoethyl,磺乙基,,108.04.25,,2019-10-31
5452912,sulfonamides,磺胺類,,102.07.16,中華無菌製劑協會,2019-10-31
5452913,sulfonated fluorocarbon polymer,磺化氟碳聚合物,,108.03.14,,2019-10-31
5452914,sulfonic acid,磺酸,,108.04.25,,2019-10-31
5452915,sulfonic acid group,磺酸基,,108.04.25,,2019-10-31
5452916,sulfonylureas,磺醯脲,,<p>114.05.27</p>,<p>Remington</p>,2019-10-31
5452917,sulfopropyl,磺丙基,,108.04.25,,2019-10-31
5452918,sulfoxone,胺苯碸亞磺酸,,102.12.05,中華藥典,2019-10-31
5452919,sulfur {S},硫；硫黃,,102.11.06,國立編譯館,2019-10-31
5452920,sulfur dioxide,二氧化硫,,102.11.06,國立編譯館,2019-10-31
5452921,sulfur ointment,硫黃軟膏,,102.11.06,國立編譯館,2019-10-31
5452922,sulfuric acid,硫酸,,102.12.05,中華藥典,2019-10-31
5452923,sunscreen,防曬劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452924,supercritical fluid chromatography {=SFC},超臨界流體層析法,,106.04.11,Remington,2019-10-31
5452925,supercritical fluid extraction {=SFE},超臨界流體萃取,,104.05.14,GMP,2019-10-31
5452926,superheated water spray method,超熱水噴灑法,,106.04.11,Remington,2019-10-31
5452927,superinfection,重複感染,,102.07.16,中華無菌製劑協會,2019-10-31
5452928,supernatant,上清液,,102.07.16,中華無菌製劑協會,2019-10-31
5452929,superoxide dismutase {=SOD},超氧歧化酶,,104.12.18,,2019-10-31
5452930,supersaturation,過飽和,,106.04.11,Remington,2019-10-31
5452931,supplier,供應商,,104.05.14,GMP,2019-10-31
5452932,supply air,空調進氣,,104.05.14,GMP,2019-10-31
