ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19443318,baffle board,阻流板,,,,2022-07-15
19443319,baffle ceiling,屏板式天花板,,營管組,,2022-07-15
19443320,baffle plate,阻流板,,,,2022-07-15
19443321,bag filter,袋濾式集塵器,,營管組,,2022-07-15
19443322,bag molding method,袋模成型法,,材料_FRP,,2022-07-15
19443323,bag of cement,袋裝水泥,,,,2022-07-15
19443324,baggage conveying and dispensing system,行李輸送及分送系統,,營管組,,2022-07-15
19443325,baggage room,行李房,,,,2022-07-15
19443326,baggage volume limit,行李體積限制,,,,2022-07-15
19443327,baggage weight limit,行李重量限制,,,,2022-07-15
19443328,bagwork,砂包工事{防沖刷用},,,,2022-07-15
19443329,Baillus thurigenesis,蘇利菌,,環工組,,2022-07-15
19443330,baked enamel composite aluminum sheet,烤漆複合鋁板,,營管組,,2022-07-15
19443331,balance,天平；秤；平衡,,環工組,,2022-07-15
19443332,balance bar,平衡桿,,,,2022-07-15
19443333,balance bob,平衡錘,,,,2022-07-15
19443334,balance box,平衡箱,,,,2022-07-15
19443335,balance bridge,平衡開闔橋,,,,2022-07-15
19443336,balance spring,均衡彈簧,,,,2022-07-15
19443337,balance storage,均衡儲存,,,,2022-07-15
19443338,balanced arch,對稱拱,,,,2022-07-15
19443339,balanced cantilever construction method,懸臂平衡工法,,,,2022-07-15
19443340,balanced cantilever method,懸臂工法{橋梁},,營管組,,2022-07-15
19443341,balanced construction,平衡式施作,,,,2022-07-15
19443342,balanced design,平衡設計,,材料_FRP,,2022-07-15
19443343,balanced door,平衡門；省力門,,營管組,,2022-10-07
19443344,balanced earthwork,平衡土方工程,,,,2022-07-15
19443345,balanced field length,平衡跑道長度,,,,2022-07-15
19443346,balanced load,平衡載重,,,,2022-07-15
19443347,balanced moment,平衡力矩,,,,2022-07-15
19443348,balanced reinforcement,平衡鋼筋,,,,2022-07-15
19443349,balanced solution,平衡溶液,,環工組,,2022-07-15
19443350,balanced speed,均衡速率,,,,2022-07-15
19443351,balanced steel ratio,平衡鋼筋比,,,,2022-07-15
19443352,balanced strain condition,平衡應變狀態,,,,2022-07-15
19443353,balanced twist,平衡撚,,材料_FRP,,2022-07-15
19443354,balanced type floating dock,平衡式浮船塢,,,,2022-07-15
19443355,balanced water temperature,均衡水溫,,,,2022-07-15
19443356,balancing,誤差配賦；儀器平衡｛測量｝,,,,2022-07-15
19443357,balancing moment,平衡彎矩,,,,2022-07-15
19443358,balancing reservoir,調節水池,,,,2022-07-15
19443359,balancing speed,平衡速率,,,,2022-07-15
19443360,balancing tank,平衡貯水池,,,,2022-07-15
19443361,balata,巴拉塔樹膠{橡膠},,,,2022-07-15
19443362,balcony,陽台；劇院包廂,,,,2022-07-15
19443363,bali wind,峇里風,,,,2022-07-15
19443364,balise,地上感應器,,,,2022-07-15
19443365,ball and roller bearing,球輥軸承,,,,2022-07-15
19443366,ball and socket bearing,球窩軸承,,,,2022-07-15
19443367,ball mill,鋼球磨石機；球磨機,,,,2022-07-15
19443368,ball mill crusher,球磨碎石機,,,,2022-07-15
19443369,ball support,球支承,,,,2022-07-15
19443370,ball tap,浮球水栓,,,,2022-07-15
19443371,ball test,沉球試驗,,,,2022-07-15
19443372,ball-and-socket joint,球結聯接,,,,2022-07-15
19443373,ballast,道碴,,,,2022-07-15
19443374,ballast bed,道碴道床,,,,2022-07-15
19443375,ballast box,壓重箱,,,,2022-07-15
19443376,ballast coefficient,道碴係數,,,,2022-07-15
19443377,ballast depth,道碴厚度,,,,2022-07-15
19443378,ballast finishing,卵石飾面,,營管組,,2022-07-15
19443379,ballast loader,道碴裝載機,,,,2022-07-15
19443380,ballast mat,道碴墊,,,,2022-07-15
19443381,ballast screening machine,道碴清篩機,,,,2022-07-15
19443382,ballast spreader,道碴撒布機,,,,2022-07-15
19443383,ballast tank,壓載艙,,,,2022-07-15
19443384,ballast track,道碴軌道,,,,2022-07-15
19443385,ballast work,道碴作業,,,,2022-07-15
19443386,ballasted floor system,碴床系統,,,,2022-07-15
19443387,ballastless bed,無道碴道床,,,,2022-07-15
19443388,ballastless track,無道碴軌道,,,,2022-07-15
19443389,ballast-spreader,道碴撒布機,,,,2022-07-15
19443390,balloon,探空氣球,,環工組,,2022-07-15
19443391,balsa,巴耳薩木棉纖維；巴沙木,,材料_FRP,,2022-07-15
19443392,bamboo bolt,竹栓,,,,2022-07-15
19443393,bamboo drain,竹管排水,,,,2022-07-15
19443394,bamboo structure,竹構造,,建築_環控,,2022-07-15
19443395,band iron,模板緊接鐵件,,,,2022-07-15
19443396,band pass filter,帶通濾波器,,測量組,,2022-07-15
19443397,band steel,鋼帶,,,,2022-07-15
19443398,band stop filter,帶阻濾波器,,測量組,,2022-07-15
19443399,banded matrix,帶狀矩陣,,,,2022-07-15
19443400,bandwidth,頻寬,,環工組,,2022-07-15
19443401,bank erosion,堤岸沖蝕,,,,2022-07-15
19443402,bank gravel,河岸礫石,,,,2022-07-15
19443403,bank protection,河岸保護,,環工組,,2022-07-15
19443404,bankful discharge,滿槽流量,,,,2022-07-15
19443405,banksman,機械作業指揮員,,,,2022-07-15
19443406,baptistery,洗禮堂,,,,2022-07-15
19443407,bar,鋼筋；加強筋,,,,2022-07-15
19443408,bar beach,沙洲型海灘,,,,2022-07-15
19443409,bar bender,彎筋機；鋼筋加工者,,,,2022-07-15
19443410,bar buoy,沙灘浮標,,,,2022-07-15
19443411,bar chair,鋼筋支架,,,,2022-07-15
19443412,bar chart,桿狀圖；進度桿狀圖,,<p>營管組</p>,,2022-07-15
19443413,bar code,條碼,,,,2022-07-15
19443414,bar cutoff points,鋼筋切斷點,,,,2022-07-15
19443415,bar mat,鋼筋網,,,,2022-07-15
19443416,bar mat for concrete reinforcement,混凝土用鋼筋網,,,,2022-07-15
19443417,bar port,沙灘港,,,,2022-07-15
19443418,bar schedule,鋼筋表,,,,2022-07-15
19443419,bar screen,攔污柵,,環工組,,2022-07-15
19443420,bar screening,攔污,,環工組,,2022-07-15
19443421,bar spacing,鋼筋間距,,,,2022-07-15
19443422,bar steel,條鋼,,,,2022-07-15
19443423,bar support,鋼筋支架；鋼筋支座,,,,2022-07-15
19443424,bar timbering,木支堡,,,,2022-07-15
19443425,Barcol hardness,巴氏硬度,,材料_FRP,,2022-07-15
19443426,Barcol hardness tester,巴氏硬度計,,材料_FRP,,2022-07-15
19443427,bare,裸板,,材料_FRP,,2022-07-15
19443428,bare cargo,裸裝貨物,,,,2022-07-15
19443429,bare electrode,銲條,,,,2022-07-15
19443430,bare glass,裸玻璃,,材料_FRP,,2022-07-15
19443431,bare spot,光禿點,,,,2022-07-15
19443432,bar-end check,鋼筋端部檢核{續接},,,,2022-07-15
19443433,barge port,駁船小港,,,,2022-07-15
19443434,barge wall,駁船岸壁,,,,2022-07-15
19443435,barite,重晶石{硫酸鋇},,,,2022-07-15
19443436,bar-location factor,鋼筋位置因數,,,,2022-07-15
19443437,barminutor,柵欄式切碎器,,環工組,,2022-07-15
19443438,barn wastewater,畜舍廢水,,,,2022-07-15
19443439,barometric levelling,氣壓高程測量,,,,2022-07-15
19443440,barometric surveying,氣壓高程測量,,,,2022-07-15
19443441,barophoresis,壓泳[現象],,環工組,,2022-07-15
19443442,Baroque,巴洛克,,,,2022-07-15
19443443,barrel mixer,桶形拌和機,,,,2022-07-15
19443444,barrel of cement,桶裝水泥,,,,2022-07-15
19443445,barrel shell,桶形薄殼,,,,2022-07-15
19443446,barrel vault,筒形拱頂 ; 桶形拱頂,,,,2022-07-15
19443447,barrel-vault roof,圓形屋頂,,,,2022-07-15
19443448,barren land,荒地；瘠地,,,,2022-07-15
19443449,barricade,防柵,,,,2022-07-15
19443450,barrier beach,沙洲型海灘,,,,2022-07-15
19443451,barrier free environment,無障礙環境,,都計組,,2022-07-15
19443452,barrier line,柵欄線,,,,2022-07-15
19443453,barrier spring,關泉；堤泉,,,,2022-07-15
19443454,barrier-free elevator,無障礙電梯,,,,2022-07-15
19443455,barrier-free environment,無障礙環境,,,,2022-07-15
19443456,barrier-free equipment,無障礙設備,,,,2022-07-15
19443458,barrier-free facilities,無障礙設施,,,,2022-07-15
19443459,barrier-free facility,無障礙設施,,,,2022-07-15
19443460,barrier-free ramp,無障礙坡道,,,,2022-07-15
19443461,barrow,{一輪、兩輪}手推車,,,,2022-07-15
19443462,bar-size factor,鋼筋尺度因數；鋼筋尺寸因數,,,,2022-07-15
19443463,barytes,重晶石,,,,2022-07-15
19443464,basalt,玄武岩,,材料_FRP,,2022-07-15
19443465,bascule barrier,臂式阻斷器,,,,2022-07-15
19443466,bascule bridge,上開橋,,,,2022-07-15
19443467,base,基準；打底層,,,,2022-07-15
19443468,base area and road width excavation,基地及路幅開挖,,營管組,,2022-07-15
19443469,base ballast,底層道碴,,營管組,,2022-07-15
19443470,base bead,端格網,,,,2022-07-15
19443471,base coat,底層漿,,,,2022-07-15
19443472,base course,底層,,,,2022-07-15
19443473,base course material,底層材料,,,,2022-07-15
19443474,base exchange,鹼基交換,,環工組,,2022-07-15
19443475,base exchange capacity,鹼交換容量,,,,2022-07-15
19443476,base exchange process,鹼基交換程序,,環工組,,2022-07-15
19443477,base exchange softening,鹼離子交換軟化法,,,,2022-07-15
19443478,base flow,基流,,環工組,,2022-07-15
19443479,base length,基期,,,,2022-07-15
19443480,base line,基線,,,,2022-07-15
19443481,base map,基本圖,,,,2022-07-15
19443482,base of structure,結構基面{耐震設計用},,,,2022-07-15
19443483,base period,基期,,,,2022-07-15
19443484,base plate,底板,,「鋼結構及AISC名詞,,2022-07-15
19443485,base plate surcharge,加重底鈑,,,,2022-07-15
19443486,base point,基準點；基點,,,,2022-07-15
19443487,base runoff,基本逕流,,,,2022-07-15
19443488,base satellite,參考衛星,,測量組,,2022-07-15
19443489,base screed,端格網,,,,2022-07-15
19443490,base shear,底層剪力｛大地｝；基底層剪力｛結構｝,,,,2022-07-15
19443491,base station,基點；基站,,測量組,,2022-07-15
19443492,base stone,底層石,,,,2022-07-15
19443493,base structure,底層結構｛大地｝；基底層結構｛結構｝,,,,2022-07-15
19443494,base time,基期,,,,2022-07-15
19443495,base unit,基本單位,,,,2022-07-15
19443496,base width,底層寬,,,,2022-07-15
19443497,base-exchange softening,鹼交換軟化；鹼交換軟化法,,,,2022-07-15
19443498,base-height ratio,底高比{水利}；基高比{測量}；基線航高比,,,,2022-07-15
19443499,baseline,基線,,測量組,,2022-07-15
19443500,baseline building performance,建物[能源]基線效能,,營管組,,2022-07-15
19443501,baseline component,基線分量,,測量組,,2022-07-15
19443502,base-line equation,基線方程式,,,,2022-07-15
19443503,baseline finish date,基線完成日,,營管組,,2022-07-15
19443504,base-line measurement,基線測量,,,,2022-07-15
19443505,baseline network,基線網,,測量組,,2022-07-15
19443506,baseline schedule,預定進度表,,營管組,,2022-07-15
19443507,baseline start date,基線開始日,,營管組,,2022-07-15
19443508,baseline vector,基線向量,,測量組,,2022-07-15
19443509,baseload power station,基本負載發電站,,,,2022-07-15
19443510,baseload station,基本負載發電站,,,,2022-07-15
19443511,basement,地下層,,,,2022-07-15
19443512,baseplate,[鋼軌]基鈑,,,,2022-07-15
19443513,base-to-distance ratio,基線物距比,,測量組,,2022-07-15
19443514,basic capacity,基本容量,,,,2022-07-15
19443515,basic creep,基本潛變,,,,2022-07-15
19443516,basic design,基本設計,,,,2022-07-15
19443517,basic design drawing,基本圖,,營管組,,2022-07-15
19443518,basic electrical code,基本電機規則；基本電機規範,,營管組,,2022-07-15
19443519,basic extractant,鹼性萃取劑,,環工組,,2022-07-15
19443520,basic fare,基本運價,,,,2022-07-15
19443521,basic grade,基本等級,,,,2022-07-15
19443522,basic highway capacity,公路基本容量,,,,2022-07-15
19443523,basic industry,基礎產業,,,,2022-07-15
19443524,basic lay-up,基本積層構成,,材料_FRP,,2022-07-15
19443525,basic media,基礎培養基,,環工組,,2022-07-15
19443526,basic mileage,基本里程,,,,2022-07-15
19443527,basic monostrand anchorage device,單股式基本錨定裝置,,,,2022-07-15
19443528,basic multistrand anchorage device,多股式基本錨定裝置,,,,2022-07-15
19443529,basic plan,基本計畫,,,,2022-07-15
19443530,basic product requirement,基本產品要求,,營管組,,2022-07-15
19443531,basic rates,基本運費,,,,2022-07-15
19443532,basic rock,鹼性岩,,,,2022-07-15
19443533,basic transport plan,基本運輸計畫,,,,2022-07-15
19443534,basicity,鹼度；鹼性,,環工組,,2022-07-15
19443535,basilica,巴西利卡；長方形會堂；長方形教堂；宗座聖殿,,,,2022-07-15
19443536,basin,船渠；港池,,,,2022-07-15
19443537,basin aspect,流域坡向,,,,2022-07-15
19443538,basin index,流域指數,,,,2022-07-15
19443539,basin irrigation,水窪灌漑,,,,2022-07-15
19443540,basin lag,流域稽延,,,,2022-07-15
19443541,basin lock,閉口港船閘,,,,2022-07-15
19443542,basin recharge,流域補注,,,,2022-07-15
19443543,basin system,流域系統,,,,2022-07-15
19443544,basinwide ambient air monitoring system,區域性空氣監測系統,,環工組,,2022-07-15
19443545,basket,綴縫筋固定設施,,,,2022-07-15
19443546,bassanite,半水石膏,,,,2022-07-15
19443547,bastion,稜堡,,,,2022-07-15
19443548,bat,碎磚墊塊{鋼筋},,,,2022-07-15
19443549,batch,拌和計量；批次作業,,,,2022-07-15
19443550,batch box,計量槽,,,,2022-07-15
19443551,batch culture,批式培養,,環工組,,2022-07-15
19443552,batch fed incinerator,批次進料焚化爐,,環工組,,2022-07-15
19443553,batch mixer,拌和設備；分盤式拌和機,,,,2022-07-15
19443554,batch plant,配料廠；拌和廠,,,,2022-07-15
19443555,batch reactor,批次反應器,,環工組,,2022-07-15
19443556,batch weight,拌和成分重量,,,,2022-07-15
19443558,batched water,拌和水,,,,2022-07-15
19443559,batcher,配料機,,,,2022-07-15
19443560,batching,拌和[過程],,,,2022-07-15
19443561,batching plant,拌合廠,,,,2022-07-15
19443562,bath,浴場,,,,2022-07-15
19443563,bathtub effect,浴盆效應,,環工組,,2022-07-15
19443564,bathymetric chart,水深圖,,,,2022-07-15
19443565,batten plate,條板,,,,2022-07-15
19443566,batter board,斜撐板；龍門板{測量}；水平標樁{測量},,測量組,,2022-07-15
19443568,batter pile,斜樁,,,,2022-07-15
19443569,battered pile,斜樁,,,,2022-07-15
19443570,battery charger,充電器,,營管組,,2022-07-15
19443571,battery crane,蓄電式起重機,,,,2022-07-15
19443572,bauxite,礬土,,,,2022-07-15
19443573,bauxite treating,鋁礬土處理,,環工組,,2022-07-15
19443574,bay,跨距{建築}；開間{建築}；中心距；一次澆置範圍,,,,2022-07-15
19443575,bay harbor,海灣港,,環工組,,2022-07-15
19443576,bay window,凸窗；灣窗,,,,2022-07-15
19443577,baymouth bar,灣口沙洲,,,,2022-07-15
19443578,bazaar,市集,,,,2022-07-15
19443579,beach at ebb tide,落潮灘,,,,2022-07-15
19443580,beach cusp,灘角,,,,2022-07-15
19443581,beach drift,海岸漂沙,,,,2022-07-15
19443582,beach erosion,海岸沖蝕,,,,2022-07-15
19443583,beach gravel,海灘礫石,,,,2022-07-15
19443584,beach nourishment,海岸養灘,,,,2022-07-15
19443585,beach width,灘寬,,,,2022-07-15
19443586,beacon boat,燈標船,,,,2022-07-15
19443587,beacon light,標燈,,,,2022-07-15
19443588,beacon signal,示標信號,,,,2022-07-15
19443589,beacon tower,標燈塔,,,,2022-07-15
19443590,beaded section,凹凸斷面,,,,2022-07-15
19443591,beam,梁；小梁,,綱結構名詞-銲接與AISC,,2022-07-15
19443592,beam bender,彎梁器,,,,2022-07-15
19443593,beam bottom,梁底[模],,,,2022-07-15
19443594,beam compass,梁式圓規,,,,2022-07-15
19443595,beam deflection formula,梁變位公式,,,,2022-07-15
19443596,beam form,梁模[板],,,,2022-07-15
19443597,beam form clamp,梁模[板]固定裝置,,,,2022-07-15
19443598,beam hanger,模板固定零配件,,,,2022-07-15
19443599,beam influence line,梁影響線,,,,2022-07-15
19443600,beam pocket,置梁預留孔,,,,2022-07-15
19443601,beam saddle,模板固定零配件,,,,2022-07-15
19443602,beam seat,梁座,,,,2022-07-15
19443603,beam side,梁側面,,,,2022-07-15
19443604,beam system furniture,桁梁式系統家具,,營管組,,2022-07-15
19443605,beam test,[純混凝土]梁抗彎試驗,,,,2022-07-15
19443606,beam-and-slab floor (roof),梁-版樓版{屋頂},,,,2022-07-15
19443607,beam-and-winch method,橫梁吊裝工法,,,,2022-07-15
19443608,beam-column,梁-柱,,,,2022-07-15
19443609,bearing,軸承；支承；承壓；方向角,,,,2022-07-15
19443610,bearing angle of the sun,太陽方位角,,建築_環控,,2022-07-15
19443611,bearing capacity,承載力｛大地｝；承載容量｛結構｝；承載強度,,,,2022-07-15
19443612,bearing of exposure axis,攝影軸向,,,,2022-07-15
19443613,bearing pad,支承墊；承壓板,,,,2022-07-15
19443614,bearing pads shape factor,支承墊形狀係數,,,,2022-07-15
19443615,bearing plate,支承鈑,,,,2022-07-15
19443616,bearing stratum,承載[地]層,,,,2022-07-15
19443617,bearing strength,承載強度,,,,2022-07-15
19443618,bearing value,承載值,,,,2022-07-15
19443619,bearing-capacity failure,承載力破壞,,,,2022-07-15
19443620,bearing-ratio test,承載比試驗,,,,2022-07-15
19443621,bearing-wall system,承重牆系統,,,,2022-07-15
19443622,beater,浪擊,,,,2022-07-15
19443623,beating,浪打,,,,2022-07-15
19443624,beautification movement,美化運動,,都計組,,2022-07-15
19443625,becquerel (Bq),貝克,,環工組,,2022-07-15
19443626,bed building stage,造床水位,,,,2022-07-15
19443627,bed load function,河床載函敷,,,,2022-07-15
19443628,bed load rate,河床載率,,,,2022-07-15
19443629,bed load transport,河床載運移,,,,2022-07-15
19443630,bed material load,河床質載,,,,2022-07-15
19443631,bed slope,河床坡度,,,,2022-07-15
19443632,bed town,居住型市鎮,,,,2022-07-15
19443633,bed wave,河床波,,,,2022-07-15
19443634,bedding course,墊層,,,,2022-07-15
19443635,beehive dome,蜂巢式圓頂,,,,2022-07-15
19443636,Beer-Lambert law,比爾—朗伯定律,,環工組,,2022-07-15
19443637,Beer's law,比爾定律,,環工組,,2022-07-15
19443638,beginning of curve,曲線起點,,,,2022-07-15
19443639,beginning of the curve (BC),曲線起點,,測量組,,2022-07-15
19443640,beginning of vertical curve,豎曲線起點,,,,2022-07-15
19443641,beginning of vertical curve (BVC),豎曲線起點,,測量組,,2022-07-15
19443642,behavior analysis,行為分析,,都計組,,2022-07-15
19443643,behavioral standard,行為標準,,環工組,,2022-07-15
19443644,beheaded stream,截取河川,,,,2022-07-15
19443645,BeiDou Navigation Satellite System (BDS),北斗衛星導航系統,,測量組,,2022-07-15
19443646,bel,貝爾,,環工組,,2022-07-15
19443647,belfry,鐘房;鐘樓,,,,2022-07-15
19443648,belite,矽酸二鈣；貝萊土,,,,2022-07-15
19443649,bell buoy,鐘浮標,,,,2022-07-15
19443650,bell tower,鐘塔,,,,2022-07-15
19443651,belled pier,擴座基礎橋墩；擴頭基礎橋墩,,,,2022-07-15
19443652,bellmouth inlet,喇叭進水口,,,,2022-07-15
19443653,belt conveyor system,帶運設備,,,,2022-07-15
19443654,belt filter,帶式壓濾機,,環工組,,2022-07-15
19443655,belt friction,履帶磨擦,,,,2022-07-15
19443656,belt highway,外環幹線公路,,,,2022-07-15
19443657,belt loader,帶式裝載機,,,,2022-07-15
19443658,belt of fluctuation,漲落帶,,,,2022-07-15
19443659,belt press,帶壓法,,環工組,,2022-07-15
19443660,belt screen,帶式篩,,,,2022-07-15
19443661,bench,先拉法構件預鑄床,,,,2022-07-15
19443662,bench cut,臺階式開挖,,,,2022-07-15
19443663,bench drilling,臺階式鑽孔,,,,2022-07-15
19443664,bench mark (BM),水準點,,測量組,,2022-07-15
19443665,benching,臺階式開挖,,,,2022-07-15
19443666,benching iron,三角座鈑{置標尺用},,,,2022-07-15
19443668,benchmark (BM),水準點,,測量組,,2022-07-15
19443669,bending,彎曲,,,,2022-07-15
19443670,bending axis,彎曲軸,,,,2022-07-15
19443671,bending moment,彎矩{內力},,,,2022-07-15
19443672,bending moment diagram,彎矩圖,,,,2022-07-15
19443673,bending moment envelope,彎矩包絡線,,,,2022-07-15
19443674,bending stability,彎曲穩定度,,,,2022-07-15
19443675,bending stiffness,抗彎勁度,,材料_FRP,,2022-07-15
19443676,bending strength,抗彎強度,,材料_FRP,,2022-07-15
19443677,bending vibration,彎曲振動,,,,2022-07-15
19443678,bending-moment diagram,彎矩圖,,,,2022-07-15
19443679,beneficial occupancy,提前使用,,營管組,,2022-07-15
19443680,beneficiation,精選；優化,,,,2022-07-15
19443681,benefit analysis,效益分析,,都計組,,2022-07-15
19443682,benefit assessment,受益評估；效益評估,,,,2022-07-15
19443683,benefit cost analysis,益本分析,,環工組,,2022-07-15
19443685,benefit cost ratio (B/C),益本比,,,,2022-07-15
19443686,Benkelman beam,彭克曼[量測]梁,,,,2022-07-15
19443687,bent bar,預彎鋼筋,,,,2022-07-15
19443688,bent-bar,彎折鋼筋,,,,2022-07-15
19443689,benthal deposit,底部沉積,,,,2022-07-15
19443690,benthal oxygen demand,底泥需氧量,,,,2022-07-15
19443691,benthic organism,底棲生物,,環工組,,2022-07-15
19443692,benthiocarb,殺草丹,,環工組,,2022-07-15
19443693,benthos,底棲生物,,,,2022-07-15
19443694,bentonite,皂土；膨[潤]土,,,,2022-07-15
19443695,bentonite clay,膨土,,環工組,,2022-07-15
19443696,bentonite composite waterproofing,皂土複合防水,,營管組,,2022-07-15
19443697,bentonite treatment,皂土處理,,,,2022-07-15
19443698,bentonite waterproofing,皂土防水,,營管組,,2022-07-15
19443699,benzalkonium,苄烷銨,,環工組,,2022-07-15
19443700,benzalkonium chloride,殺藻銨;氯化苄烷銨,,環工組,,2022-07-15
19443701,benzene,苯,,環工組,,2022-07-15
19443702,benzene poisoning,苯中毒,,環工組,,2022-07-15
19443703,benzenesulfonic acid,苯磺酸,,環工組,,2022-07-15
19443704,benzine,石油精,,環工組,,2022-07-15
19443705,benzo quinone,苯醌,,環工組,,2022-07-15
19443706,benzoic acid,苯甲酸,,環工組,,2022-07-15
19443707,benzolism,苯中毒,,環工組,,2022-07-15
19443708,benzoyl peroxide paste,過氧化二苯甲醯糊,,材料_FRP,,2022-07-15
19443709,berliner,水磨石,,,,2022-07-15
19443710,berthing impact,靠泊衝擊力,,,,2022-07-15
19443711,berthing signal,指泊號誌,,,,2022-07-15
19443712,best available control technology (BACT),最佳可用控制技術,,環工組,,2022-07-15
19443713,best available technology (BAT),最佳可用技術,,環工組,,2022-07-15
19443714,best available technology economically achievable,經濟可達之最佳可用技術,,環工組,,2022-07-15
19443715,best conventional pollutant control technology (BCT),最佳傳統污染物控制技術,,環工組,,2022-07-15
19443716,best management practice (BMP),最佳管理作業,,環工組,,2022-07-15
19443717,best practicable control technology (BPT),最佳實用控制技術,,環工組,,2022-07-15
19443718,BET adsorption theory,BET吸附理論,,環工組,,2022-07-15
19443719,BET method,BET方法,,環工組,,2022-07-15
19443720,beta burn,β灼傷,,環工組,,2022-07-15
19443721,beta decay,β衰變,,環工組,,2022-07-15
19443722,beta decay energy,β衰變能,,環工組,,2022-07-15
19443723,beta particle,β粒子,,環工組,,2022-07-15
19443724,beta test,β測試；實用前測試,,,,2022-07-15
19443725,beta-ray,β射線,,環工組,,2022-07-15
19443726,beta-ray spectrometer,β射線能譜儀,,環工組,,2022-07-15
19443727,beta-ray spectrum,β射線能譜,,環工組,,2022-07-15
19443728,Betti's law of reciprocity,貝提互換法則,,,,2022-07-15
19443729,bevel joint,斜接頭,,,,2022-07-15
19443730,beveled washer,斜墊圈,,,,2022-07-15
19443731,beveling,斜切,,,,2022-07-15
19443732,bias,偏差,,測量組,,2022-07-15
19443733,biaxial bending,雙軸撓曲,,,,2022-07-15
19443734,biaxial bending of column,雙軸彎矩柱,,,,2022-07-15
19443735,biaxial load,雙軸向載重,,材料_FRP,,2022-07-15
19443736,biaxial stress,雙軸應力,,,,2022-07-15
19443737,biaxial winding,雙軸向纏絲法,,材料_FRP,,2022-07-15
19443738,bicable ropeway,雙線索道,,,,2022-07-15
19443739,bicarbonate alkalinity,碳酸氫鹼度；重碳酸鹼度,,,,2022-07-15
19443740,bicycle rider rest area,自行車騎士休息區,,,,2022-07-15
19443741,bicycle supply station,自行車補給站,,,,2022-07-15
19443742,bicycle track,自行車道,,,,2022-07-15
19443743,bid,投標；競標,,,,2022-07-15
19443744,bid bond,押標金,,營管組,,2022-07-15
19443745,bid date,截標日期,,營管組,,2022-07-15
19443746,bid depository,投標[保管]箱,,營管組,,2022-07-15
19443747,bid division,分標,,營管組,,2022-07-15
19443748,bid document,投標文件,,營管組,,2022-07-15
19443749,bid error,備標錯誤,,營管組,,2022-07-15
19443750,bid form,投標單,,營管組,,2022-07-15
19443751,bid form supplements,投標補充文件,,營管組,,2022-07-15
19443752,bid opening,開標,,營管組,,2022-07-15
19443753,bid price,標價,,營管組,,2022-07-15
19443754,bid price envelope,標單封{投標用},,營管組,,2022-07-15
19443755,bid scopes,投標範圍,,營管組,,2022-07-15
19443756,bid shopper,詢標者,,營管組,,2022-07-15
19443757,bid shopping,標案詢價；[買方對賣方]壓標詢價,,營管組,,2022-07-15
19443758,bid tabulation,標價一覽表,,營管組,,2022-07-15
19443759,bid tap,彎水栓；水龍頭,,,,2022-07-15
19443760,bid time,截標時間,,營管組,,2022-07-15
19443761,bid valve,分岔水閥,,,,2022-07-15
19443762,biddability,可投標性,,營管組,,2022-07-15
19443763,biddability assessment,可投標性評估,,營管組,,2022-07-15
19443764,biddability review,可投標性審查,,營管組,,2022-07-15
19443765,bidder,投標廠商；投標人,,營管組,,2022-07-15
19443766,bidding,投標,,營管組,,2022-07-15
19443767,bidding document,投標文件,,營管組,,2022-07-15
19443768,bidding period,等標期,,營管組,,2022-07-15
19443769,bidding requirement,投標規定,,營管組,,2022-07-15
19443770,bi-direction operation,雙向運轉,,,,2022-07-15
19443771,bi-directional laminate,雙向積層,,材料_FRP,,2022-07-15
19443772,bidirectional reflectance distribution function,雙向反射分布函數,,測量組,,2022-07-15
19443773,bi-directional ventilation,雙向通風,,,,2022-07-15
19443774,biflow filtration,雙向流過濾,,環工組,,2022-07-15
19443775,bi-flow filtration,雙向流過濾,,,,2022-07-15
19443776,bike-and-ride,自行車轉乘,,,,2022-07-15
19443777,bikeway,自行車道,,,,2022-07-15
19443778,bilinear interpolation,雙線性內插,,測量組,,2022-07-15
19443779,bill of materials,材料清單,,,,2022-07-15
19443780,bill of quantities (BOQ),數量價目表,,營管組,,2022-07-15
19443781,billet steel,鋼胚；鋼錠,,,,2022-07-15
19443782,bi-metal strip,雙金屬束帶,,,,2022-07-15
19443783,binary mixture,雙膠結料混凝土,,,,2022-07-15
19443784,binary offset carrier,二元偏移載波,,測量組,,2022-07-15
19443785,binary separation,二元分離,,環工組,,2022-07-15
19443786,binder,膠結料；黏結劑,,,,2022-07-15
19443787,binder course,聯結層；黏結層,,,,2022-07-15
19443788,binding energy,結合能,,環工組,,2022-07-15
19443789,binocular,雙鏡；雙目鏡,,,,2022-07-15
19443790,bioaccumulation,生物累積,,環工組,,2022-07-15
19443791,bioaccumulation factor,生物累積因子,,環工組,,2022-07-15
19443792,bioactivation,生物活化,,環工組,,2022-07-15
19443793,bioassay,生物檢定；生物分析法,,,,2022-07-15
19443794,bioaugmentation,生物增多作用,,環工組,,2022-07-15
19443795,biochemical action,生化作用,,環工組,,2022-07-15
19443796,biochemical methane potential,生化甲烷產能,,環工組,,2022-07-15
19443797,biochemical oxidation,生化氧化,,環工組,,2022-07-15
19443798,biochemical oxygen demand (BOD),生化需氧量,,,,2022-07-15
19443799,biochemical process,生化程序,,環工組,,2022-07-15
19443800,biochemical treatment,生化處理,,環工組,,2022-07-15
19443801,biocide,殺菌劑；殺生物劑,,環工組,,2022-07-15
