ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3599335,Conus virgo,玉女芋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Conidae芋螺科,Conus,virgo,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599336,Creseis virgula,企鵝角駝蝶螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Thecosomata有殼翼足目,Cavoliniidae駝蝶螺科,Creseis角駝蝶螺屬,virgula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599337,Creseis virgula constricta,棒筆帽螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Thecosomata有殼翼足目,Cavoliniidae駝蝶螺科,Creseis角駝蝶螺屬,virgula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599338,Creseis virgula conica,錐筆帽螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Thecosomata有殼翼足目,Cavoliniidae駝蝶螺科,Creseis角駝蝶螺屬,virgula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599339,Forcipomyia (Lasiohelea) virgula,小枝鋏蠓,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Ceratopogonidae蠓科,Forcipomyia (Lasiohelea)鋏蠓屬(蠛蠓亞屬),virgula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599340,Euproctis virguncula,黑櫛黃毒蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Euproctis黃毒蛾屬,virguncula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599341,Nectamia viria,印尼聖天竺鯛;大面側仔;大目側仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Apogonidae天竺鯛科,Nectamia聖天竺鯛屬,viria,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599342,Ceriporia viridans,微綠蠟孔菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Polyporales多孔菌目,Meruliaceae皺皮菌科,Ceriporia,viridans,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599343,Isomyia viridaurea,綠同蠅;金綠等彩蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Calliphoridae麗蠅科,Isomyia同蠅屬,viridaurea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599344,Asplenium viride,綠柄鐵角蕨;歐亞鐵角蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Aspleniaceae鐵角蕨科,Asplenium鐵角蕨屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599345,Coeloglossum viride,綠花凹舌蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Coeloglossum凹舌蘭屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599346,Gliocladium viride,綠黏帚黴,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,Hypocreaceae肉座菌科,Gliocladium黏帚黴屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599347,Physarum viride,綠絨泡黏菌,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Physarales絨泡黏菌目,Physaraceae絨泡黏菌科,Physarum絨泡黏菌屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599348,Physarum viride aurantium,綠絨泡黏菌橘色變種,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Physarales絨泡黏菌目,Physaraceae絨泡黏菌科,Physarum絨泡黏菌屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599349,Trichoderma viride,綠木黴菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,Hypocreaceae肉座菌科,Trichoderma木黴菌屬,viride,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599350,Aphrodisium viridescens,綠翅藍天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Aphrodisium,viridescens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599351,Balistoides viridescens,褐擬鱗魨;綠擬鱗魨;黃褐砲彈;剝皮魚;褐擬板機魨,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Tetraodontiformes魨形目,Balistidae鱗魨科,Balistoides擬鱗魨屬,viridescens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599352,Clytus viridescens,綠黃虎天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Clytus黑虎天牛屬,viridescens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599353,Glaphyra viridescens,線長角短翅天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Glaphyra長角短翅天牛屬,viridescens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599354,Netria viridescens continentalis,小梭舟蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Notodontidae舟蛾科,Netria,viridescens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599355,Bleekeria viridianguilla,綠鰻布氏筋魚;鰻形布氏筋魚;沙鰍,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Ammodytidae玉筋魚科,Bleekeria布氏筋魚屬,viridianguilla,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599356,Satsuma viridibasis,淡綠高腰蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Camaenidae南亞蝸牛科,Satsuma菱蝸牛屬,viridibasis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599357,Penicillium viridicatum,鮮綠青黴,,Fungi真菌界,Ascomycota子囊菌門,Eurotiomycetes散囊菌綱,Eurotiales散囊菌目,Trichocomaceae髮菌科,Penicillium青黴屬,viridicatum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599358,Cryptochironomus viridiclava,綠棍搖蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Chironomidae搖蚊科,Cryptochironomus隱搖蚊屬,viridiclava,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599359,Colasposoma viridicoeruleum,甘藷猿金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Colasposoma甘藷猿金花蟲屬,viridicoeruleum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599360,Strangalomorpha virididorsalis,綠背細花天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Strangalomorpha,virididorsalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599361,Curcuma viridiflora,擬薑黃;二黃,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Zingiberales薑目,Zingiberaceae薑科,Curcuma薑黃屬,viridiflora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599362,Goodyera viridiflora,綠花斑葉蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Goodyera斑葉蘭屬,viridiflora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599363,Liparis viridiflora,淡綠羊耳蒜,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Liparis羊耳蘭屬,viridiflora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599364,Saccolabiopsis viridiflora,假囊唇蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Saccolabiopsis假囊唇蘭屬,viridiflora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599365,Euterpnosia viridifrons,青面姬春蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Cicadidae蟬科,Euterpnosia姬春蟬屬,viridifrons,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599366,Somera viridifusca viridifusca,瑟舟蛾;褐斑綠舟蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Notodontidae舟蛾科,Somera綠舟蛾屬,viridifusca,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599367,Tanaorhinus viridiluteata,雙點鐮翅青尺蛾;偽鉤鐮翅綠尺蛾;影鐮翅綠尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Tanaorhinus鐮翅綠尺蛾屬,viridiluteata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599368,Casnonidea viridimetallica,藍翅筒擬金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Casnonidea筒擬金花蟲屬,viridimetallica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599369,Coroebus viridimicans,臺灣綠細長吉丁蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Buprestidae吉丁蟲科,Coroebus細長吉丁蟲屬,viridimicans,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599370,Atrachea viridinigra,黛綠斑緯夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Atrachea,viridinigra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599371,Encyclops viridipennis,綠翅圓花天牛;臺灣鐵色花天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Encyclops圓花天牛屬,viridipennis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599372,Eustrangalis viridipennis,綠翅優花天牛;青翅花天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Eustrangalis優花天牛屬,viridipennis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599373,Pyrrhalta viridipennis,皺翅綠毛螢金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Pyrrhalta毛螢金花蟲屬,viridipennis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599374,Syntypistis viridipicta,綠胯舟蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Notodontidae舟蛾科,Syntypistis胯舟蛾屬,viridipicta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599375,Viridistria viridipicta,綠褐碧夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Viridistria,viridipicta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599376,Acentrogobius viridipunctatus,青斑細棘_虎;青斑細棘_虎魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Acentrogobius細棘_虎屬,viridipunctatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599377,Picromerus viridipunctatus,綠點益椿象,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Pentatomidae_科,Picromerus,viridipunctatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599378,Takydromus viridipunctatus,翠斑草蜥;蛇舅母;舅母蛇(台),,Animalia動物界,Chordata脊索動物門,Reptilia爬蟲綱,Squamata有鱗目,Lacertidae正蜥科,Takydromus草蜥屬,viridipunctatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599379,Amaranthus viridis,野莧菜,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Caryophyllales石竹目,Amaranthaceae莧科,Amaranthus莧屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599380,Aplochlora viridis,白緣四點綠尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Aplochlora,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599381,Chromis viridis,藍綠光鰓魚;水銀燈;厚殼仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Pomacentridae雀鯛科,Chromis光鰓雀鯛屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599382,Cicadella viridis,大青葉蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Cicadellidae葉蟬科,Cicadella,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599383,Coccus viridis,黃綠介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Coccidae介殼蟲科,Coccus介殼蟲屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599384,Dactylorhiza viridis,綠花凹舌蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Dactylorhiza掌裂蘭屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599385,Euleptorhamphus viridis,長吻鱵;長鱵;補網師;水針;學仔;飛烏蛇仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Beloniformes鶴鱵目,Hemiramphidae鱵科,Euleptorhamphus長吻鱵屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599386,Gonodactylellus viridis,綠色小指蝦蛄,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Stomatopoda口足目,Gonodactylidae指蝦蛄科,Gonodactylellus小指蝦蛄屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599387,Merops viridis viridis,藍喉蜂虎,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Coraciiformes佛法僧目,Meropidae蜂虎科,Merops蜂虎屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599388,Merops viridis,藍喉蜂虎,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Coraciiformes佛法僧目,Meropidae蜂虎科,Merops蜂虎屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599389,Perinereis viridis,綠色圍沙蠶,,Animalia動物界,Annelida環節動物門,Polychaeta多毛綱,Nereidida沙蠶目,Nereididae沙蠶科,Perinereis圍沙蠶屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599390,Perna viridis,綠殼菜蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Mytiloida貽貝目,Mytilidae殼菜蛤科,Perna股貽貝屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599391,Pseudocryptochirus viridis,綠珊穴蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Cryptochiridae隱螯蟹科,Pseudocryptochirus假隱螯蟹屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599392,Scaphotettix viridis,綠色擬帶葉蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Deltocephalidae角頂葉蟬科,Scaphotettix,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599393,Schoutedenia viridis,單脈短毛群蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Greenideidae毛管蚜科,Schoutedenia,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599394,Setaria viridis,狗尾草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Poaceae禾本科,Setaria狗尾草屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599395,Tanna viridis,小暮蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Cicadidae蟬科,Tanna暮蟬屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599396,Tinocallis viridis,櫸榆斑蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Callaphididae斑蚜科,Tinocallis長斑蚜屬,viridis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599397,Zygodon viridissimus,綠色變齒苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Orthotrichales木靈苔目,Orthotrichaceae木靈苔科,Zygodon變齒苔屬,viridissimus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599398,Koyaga viriditincta,臺灣構夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Koyaga,viriditincta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599399,Araneus viridiventris,綠腹鬼蛛;淺綠鬼蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Araneidae金蛛科,Araneus鬼蛛屬,viridiventris,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599400,Chrysso viridiventris,綠腹金姬蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Theridiidae姬蛛科,Chrysso金姬蛛屬,viridiventris,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599401,Clubiona viridula,草綠袋蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Clubionidae袋蛛科,Clubiona袋蛛屬,viridula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599402,Nezara viridula,稻綠_;南方綠椿象,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Pentatomidae_科,Nezara稻綠_屬,viridula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599403,Nomuraea viridula,綠野村黴,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Nomuraea,viridula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599404,Tachengia viridula,綠湞椿象,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Pentatomidae_科,Tachengia,viridula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599405,Limonia (Goniodineura)  viridula,長青亮大蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Limoniidae亮大蚊科,Limonia (Goniodineura),viridula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599406,Chlorophorus viridulus,姬綠虎天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Chlorophorus,viridulus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599407,Entodon viridulus,綠葉絹苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Hypnales灰苔目,Entodontaceae絹苔科,Entodon絹苔屬,viridulus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599408,Aristeus virilis,密毛鬚蝦;雄壯鬚蝦,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Aristeidae長鬚蝦科,Aristeus長鬚蝦屬,virilis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599409,Vamuna virilis,維黃華苔蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Vamuna,virilis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599410,Nephotettix viriscens,臺灣黑尾葉蟬;二點黑尾葉蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Deltocephalidae角頂葉蟬科,Nephotettix,viriscens,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599411,Amanita virosa,鱗柄白鵝膏,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Agaricales傘菌目,Amanitaceae鵝膏菌科,Amanita,virosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599412,Flueggea virosa,密花白飯樹,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malpighiales黃褥花目,Phyllanthaceae葉下珠科,Flueggea白飯樹屬,virosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599413,Aceria virosae,瘤節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Eriophyidae節蜱科,Aceria瘤節蜱屬,virosae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599414,Oxyurichthys visayanus,南方溝_虎;南方溝_虎魚;南方鴿鯊,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Oxyurichthys溝_虎屬,visayanus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599415,Teucrium viscidum,血見愁;小苦草;蔓苦草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Lamiaceae唇形科,Teucrium香科科屬,viscidum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599416,Calocera viscosa,黏膠角耳,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Dacrymycetales花耳目,Dacrymycetaceae花耳科,Calocera膠角耳屬,viscosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599417,Cleome viscosa,向天黃,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Brassicales十字花目,Cleomaceae白花菜科,Cleome白花菜屬,viscosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599418,Dodonaea viscosa,車桑子,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Sapindales無患子目,Sapindaceae無患子科,Dodonaea車桑子屬,viscosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599419,Lindernia viscosa,屏東見風紅,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Linderniaceae母草科,Lindernia母草屬,viscosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599420,Pseudoconyza viscosa,毛假蓬舅,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asterales菊目,Asteraceae菊科,Pseudoconyza假蓬舅屬,viscosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599421,Polygonum viscosum,香蓼;黏毛蓼,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Caryophyllales石竹目,Polygonaceae蓼科,Polygonum蓼屬,viscosum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599422,Agathia visenda curvifiniens,焦斑豔青尺蛾;焦斑青尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Agathia青尺蛾屬,visenda,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
