ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19463618,two-way reinforcement,雙向[鋼]筋,,,,2022-07-15
19463619,two-way road,雙向道,,,,2022-07-15
19463620,two-way shear,雙向剪力,,,,2022-07-15
19463621,two-way street,雙向街道,,,,2022-07-15
19463622,two-way system,雙向版系統,,,,2022-07-15
19463623,two-way traffic,雙向交通,,,,2022-07-15
19463624,Type I cement,Ⅰ型水泥,,,,2022-07-15
19463625,Type II cement,Ⅱ型水泥,,,,2022-07-15
19463626,Type III cement,Ⅲ型水泥,,,,2022-07-15
19463627,Type IV cement,Ⅳ型水泥,,,,2022-07-15
19463628,Type V cement,Ⅴ型水泥,,,,2022-07-15
19463629,typhon vibration,颱風振動,,,,2022-07-15
19463630,typology,類型學,,,,2022-07-15
19463631,tyre roller,膠輪滾壓機,,,,2022-07-15
19463632,ultimate bearing pressure,極限承載壓力,,,,2022-07-15
19463633,ultimate disposal,最終處置,,,,2022-07-15
19463634,ultimate limit state,極限狀態,,,,2022-07-15
19463635,ultimate load,極限載重,,,,2022-07-15
19463636,ultimate load design,極限載重設計法,,,,2022-07-15
19463637,ultimate moment,極限彎矩,,,,2022-07-15
19463638,ultimate oxygen demand,最終需氧量,,,,2022-07-15
19463639,ultimate shear,極限剪力,,,,2022-07-15
19463640,ultimate shear strength,極限剪力強度,,,,2022-07-15
19463641,ultimate shear stress,極限剪應力,,,,2022-07-15
19463642,ultimate strength,極限強度,,,,2022-07-15
19463643,ultimate strength design,極限強度設計,,,,2022-07-15
19463644,ultimate tensile stress,極限張應力；極限拉應力,,,,2022-07-15
19463645,ultimate-design resisting moment,極限設計抵抗彎矩,,,,2022-07-15
19463646,ultimate-strength design,極限強度設計,,,,2022-07-15
19463647,ultra high frequency,超高頻率,,,,2022-07-15
19463648,ultra sonic test,超音波測試,,,,2022-07-15
19463649,ultrasonic,超音波,,,,2022-07-15
19463650,ultrasonic detector,超音波檢測器；超音波探傷機{鐵路},,,,2022-07-15
19463651,ultrasonic flaw-detection test,超音波探傷試驗,,材料_FRP,,2022-07-15
19463652,ultrasonic inspection,超音波檢測；超音波檢視,,,,2022-07-15
19463653,ultrasonic testing,超音波測試；超音波探傷{鋼軌},,,,2022-07-15
19463654,ultra-thin whitetopping,超薄混凝土加鋪,,,,2022-07-15
19463655,ultra-thin whitetopping overlay,超薄混凝土加鋪,,,,2022-07-15
19463656,ultra-violet (UV),紫外線,,材料_FRP,,2022-07-15
19463657,ultra-violet inhibitor,紫外線抑制劑,,材料_FRP,,2022-07-15
19463658,ultraviolet radiation,紫外線輻射,,建築組,,2022-07-15
19463659,unaccounted for water,無費用水,,,,2022-07-15
19463660,unbonded concrete overlay,非黏結混凝土加鋪,,,,2022-07-15
19463661,unbonded member,無握裹[預力]構材,,,,2022-07-15
19463662,unbonded post-tensioning,無握裹後拉預力,,,,2022-07-15
19463663,unbonded tendon,無握裹[鋼]腱,,,,2022-07-15
19463664,unbound base course,非膠結式底層,,營管組,,2022-07-15
19463665,unbounded tendon,無黏裹鋼腱,,,,2022-07-15
19463666,unbraced frame,無側撐構架,,,,2022-07-15
19463667,unbraced length,無側撐長度,,,,2022-07-15
19463668,unbraced length of column,柱無支撐長度,,,,2022-07-15
19463669,uncased pile,無套管樁,,,,2022-07-15
19463670,unchannelized intersection,非槽化交叉口,,,,2022-07-15
19463671,unconfined groundwater,非拘限地下水,,,,2022-07-15
19463672,uncontrolled crack,非控制裂縫,,,,2022-07-15
19463673,uncontrolled mosaic,無控制像片鑲嵌圖,,,,2022-07-15
19463674,uncoupling,去耦合{力學}；解耦合{力學}；摘解{鐵路}；脫鉤{鐵路},,,,2022-07-15
19463675,uncoursed masonry,堆砌圬工；不規則堆砌圬工,,,,2022-07-15
19463676,uncovered rock,露礁,,,,2022-07-15
19463677,uncultivated farmland,未耕農地,,環工組,,2022-07-15
19463678,undamped free vibration,無阻尼自由振動,,,,2022-07-15
19463679,undamped vibration,無阻尼振動,,,,2022-07-15
19463680,under cooling,過冷,,,,2022-07-15
19463681,under correction,待校正；校正中,,,,2022-07-15
19463682,under cure,養護不足；硬化不足,,材料_FRP,,2022-07-15
19463683,under cut,過熔低陷{銲接}；底切,,材料_FRP,,2022-07-15
19463684,under damping,低阻尼,,,,2022-07-15
19463685,under platform exhaust system,月台下方排風系統,,,,2022-07-15
19463686,underbed,底層；底座,,,,2022-07-15
19463687,undercoat paint,內層漆,,,,2022-07-15
19463688,undercurrent,潛流,,,,2022-07-15
19463689,undercut,銲蝕；燒缺,,綱結構名詞-銲接與AISC,,2022-07-15
19463690,undercut anchor,擴底式錨栓；擴座式錨栓,,,,2022-07-15
19463691,underdrain of filter,濾池集水溝,,,,2022-07-15
19463692,underdrained settling basin,池底排水沉澱池,,,,2022-07-15
19463693,underground alignment,地下定線,,,,2022-07-15
19463694,underground building reverse construction,地下室逆打工法,,營管組,,2022-07-15
19463695,underground crossing,地下通道,,,,2022-07-15
19463696,underground drainage,地下排水,,營管組,,2022-07-15
19463697,underground hydrant,地下消防栓,,,,2022-07-15
19463698,underground levelling,地下水準測量,,,,2022-07-15
19463699,underground parking lot,地下停車場,,,,2022-07-15
19463700,underground power station,地下發電站,,,,2022-07-15
19463701,underground railway,地下鐵路,,,,2022-07-15
19463702,underground station,地下站,,,,2022-07-15
19463703,underground storage tank removal,地下儲存槽移除,,營管組,,2022-07-15
19463704,underground structure protection and grouting,地下構造物保護灌漿,,營管組,,2022-07-15
19463705,underground surveying,地下測量,,,,2022-07-15
19463706,underground transmission line,地下輸配電線；地下輸電線,,,,2022-07-15
19463707,underground water,地下水,,,,2022-07-15
19463708,underground water course,地下水流路,,,,2022-07-15
19463709,underground water table,地下水位,,,,2022-07-15
19463710,undermining blast,坑內開炸,,,,2022-07-15
19463711,underpass,下層通道； 下穿道；地下道,,,,2022-07-15
19463712,underpinning,基礎托底,,,,2022-07-15
19463713,underpinning post,托底柱,,,,2022-07-15
19463714,under-reinforced beam,低配筋梁；低鋼筋用量梁{低於平衡鋼筋比},,,,2022-07-15
19463715,undersanded,低含砂量{混凝土},,,,2022-07-15
19463716,undershoot,不足[量],,測量組,,2022-07-15
19463717,undersize,過篩料,,,,2022-07-15
19463718,under-truck grader,卡車平路機,,,,2022-07-15
19463719,underwater blasting,水中開炸,,,,2022-07-15
19463720,underwater concrete,水中澆置混凝土,,,,2022-07-15
19463721,underwater concreting,水中灌置混凝土,,,,2022-07-15
19463722,underwater gradient,水下比降；水下梯度,,,,2022-07-15
19463723,underwater pump,沉水抽水機；沉水泵,,,,2022-07-15
19463724,underwater rock drill,水下鑽岩機,,,,2022-07-15
19463725,undeveloped area,未開發區,,,,2022-07-15
19463726,undisturbed,未擾動,,,,2022-07-15
19463727,undisturbed soil,原狀土壤；未擾動土壤,,,,2022-07-15
19463728,undisturbed soil sample,原狀土樣,,,,2022-07-15
19463729,undivided highway,無分線公路,,,,2022-07-15
19463730,undivided road,未分隔道路,,,,2022-07-15
19463731,undock,出塢,,,,2022-07-15
19463732,undrained analysis,不排水分析,,,,2022-07-15
19463733,undrained condition,不排水條件,,,,2022-07-15
19463734,undrained shear test,不排水剪力試驗,,,,2022-07-15
19463735,undrained state,不排水狀態,,,,2022-07-15
19463736,unemployed population,失業人口,,都計組,,2022-07-15
19463737,uneven road,不平路面,,,,2022-07-15
19463738,unfactored force,無因數化力,,,,2022-07-15
19463739,unfactored load,無因數化載重；無因數載重,,,,2022-07-15
19463740,unfiltered water,未濾水,,,,2022-07-15
19463741,unfreezable tap,防凍水拴,,,,2022-07-15
19463742,unhardened concrete,未硬固混凝土,,,,2022-07-15
19463743,unidirectional composite,單向複合材料,,材料_FRP,,2022-07-15
19463744,unidirectional eutectic alloy,單向共晶合金,,材料_FRP,,2022-07-15
19463745,unidirectional fiber reinforced material,單向纖維強化材,,材料_FRP,,2022-07-15
19463746,unidirectional laminate,單向積層,,材料_FRP,,2022-07-15
19463747,unification intake,共用取水口；合用引水口,,,,2022-07-15
19463748,uniform accelerated motion,等加速運動,,,,2022-07-15
19463749,uniform acceleration,等加速度,,,,2022-07-15
19463750,uniform varying motion,等變運動,,,,2022-07-15
19463751,uniformity,均勻性,,,,2022-07-15
19463752,uniformity coefficient,均勻係數,,,,2022-07-15
19463753,uniformly distributed load,均布載重,,,,2022-07-15
19463754,union station,聯合車站,,,,2022-07-15
19463755,union track,受授線,,,,2022-07-15
19463756,union-melt welding,潛弧銲,,,,2022-07-15
19463757,unit area drainage discharge,單位面積排水量,,,,2022-07-15
19463758,unit cost contract,單價契約；單價承攬契約；單價承包契約,,,,2022-07-15
19463759,unit discharge,單位流量,,,,2022-07-15
19463760,unit hydrograph,單位歷線,,,,2022-07-15
19463761,unit load,單位力,,,,2022-07-15
19463762,unit load method,單位力法,,,,2022-07-15
19463763,unit load transportation,單元裝載運輸,,,,2022-07-15
19463764,unit masonry,圬工單元；砌作單元,,,,2022-07-15
19463765,unit matrix,單位矩陣,,,,2022-07-15
19463766,unit paver,單元磚鋪築機,,營管組,,2022-07-15
19463767,unit power substation,單元變電站,,營管組,,2022-07-15
19463768,unit price,單價,,營管組,,2022-07-15
19463769,unit price analysis,單價分析,,營管組,,2022-07-15
19463770,unit price contract,單價契約,,,,2022-07-15
19463771,unit rainfall,單位雨量,,,,2022-07-15
19463772,unit strain,單位應變,,,,2022-07-15
19463773,unit water content,單位含水量,,,,2022-07-15
19463774,unit water use,單位用水量,,,,2022-07-15
19463775,unit weight,單位重,,,,2022-07-15
19463776,unitary air conditioning equipment,空調單元設備,,營管組,,2022-07-15
19463777,unit-cost contract,單價契約；單價承包,,,,2022-07-15
19463778,United States Green Building Council (USGBC),美國綠建築協會,,建築組,,2022-07-15
19463779,unitting of lots,宗地合併,,,,2022-07-15
19463780,unitube,同軸管,,,,2022-07-15
19463781,universal design,通用設計,,,,2022-07-15
19463782,universal joint,萬向接頭,,,,2022-07-15
19463783,universal motor,通用馬達,,,,2022-07-15
19463784,universal plotting instrument,萬能測圖儀；萬能製圖儀,,,,2022-07-15
19463785,universal testing machine,萬能試驗機,,,,2022-07-15
19463786,universal time,世界時,,測量組,,2022-07-15
19463787,Universal Transverse Mercator (UTM) projection,世界橫麥卡托投影[法]；通用橫麥卡托投影[法],,,,2022-07-15
19463788,universal-mill plate,邊滾軋鋼板,,,,2022-07-15
19463789,unknown matrix,未知數矩陣,,測量組,,2022-07-15
19463790,unladen weight,空車重量,,,,2022-07-15
19463791,unlighted buoy,無燈浮標,,,,2022-07-15
19463792,unloaded chord,不受力弦材,,,,2022-07-15
19463793,unloaded hole,無藥孔；卸載孔,,環工組,,2022-07-15
19463794,unloading,卸貨,,,,2022-07-15
19463795,unmanned aerial system (UAS),無人飛行系統,,測量組,,2022-07-15
19463796,unmanned aerial vehicle (UAV),無人飛行載具,,測量組,,2022-07-15
19463797,unmanned aircraft system (UAS),無人飛行系統,,測量組,,2022-07-15
19463799,unmanned operation,無人運作,,,,2022-07-15
19463800,unopened harbor,非開放港{水域},,,,2022-07-15
19463801,unpacked goods,散裝貨物,,,,2022-07-15
19463802,unpaid area,非付費區,,,,2022-07-15
19463803,unprotected harbor,無防禦港,,,,2022-07-15
19463804,unreinforced concrete,無筋混凝土,,,,2022-07-15
19463805,unsaturated alkyd resin,不飽和醇酸樹脂,,材料_FRP,,2022-07-15
19463806,unsaturated polyester resin,不飽和聚酯樹脂,,材料_FRP,,2022-07-15
19463807,unsaturated zone,未飽和帶；未飽和區;未飽和層,,,,2022-07-15
19463808,unsawn timber,原木,,,,2022-07-15
19463809,unscreened gravel,未篩礫石,,,,2022-07-15
19463810,unseaworthiness,無適航性,,,,2022-07-15
19463811,unshaded window,無遮陽窗,,建築組,,2022-07-15
19463812,unship,卸貨{水運},,,,2022-07-15
19463813,unshored construction,無支撐施工,,,,2022-07-15
19463814,unsound,健性不佳,,,,2022-07-15
19463815,unsound aggregate,健性不佳粒料,,,,2022-07-15
19463816,unstable channel,不穩定河槽,,,,2022-07-15
19463817,unstable equilibrium,不穩定平衡,,,,2022-07-15
19463818,unstable structure,不穩定結構,,,,2022-07-15
19463819,unstiffened suspension bridge,無加勁吊橋,,,,2022-07-15
19463820,unsuitable material,不適用材料,,營管組,,2022-07-15
19463821,unsupervised classification,非監督式分類,,測量組,,2022-07-15
19463822,unsupported length of pile,樁之無支持長度,,,,2022-07-15
19463823,unsustainable practice,非永續行為,,建築組,,2022-07-15
19463824,untreated sleeper,素枕,,,,2022-07-15
19463825,untreated tie,素枕,,,,2022-07-15
19463826,unwatched light,無人看守燈塔,,,,2022-07-15
19463827,unwatched lighthouse,無人看守燈塔,,,,2022-07-15
19463828,upcycling ,增值回收；升級回收；創值回收,,建築組,,2022-07-15
19463829,upflow coagulation,上向流混凝；向上流混凝,,,,2022-07-15
19463830,upflow contact clarifier,升流式接觸澄清池；上流式接觸澄清池,,,,2022-07-15
19463831,upheaval,隆起,,,,2022-07-15
19463832,upland irrigation,高地灌溉,,,,2022-07-15
19463833,uplift,上舉力；上頂力；上揚力,,,,2022-07-15
19463834,uplift beam,隆起梁規{鋪面}；抗上揚力梁{結構},,,,2022-07-15
19463835,upper bound load,上限載重,,,,2022-07-15
19463836,upper bound solution,上限解,,,,2022-07-15
19463837,upper bound theorem,上限定理,,,,2022-07-15
19463838,upper circle,上圓盤；上盤{測量},,,,2022-07-15
19463839,upper clearance,上部淨空,,,,2022-07-15
19463840,upper explosive limit,爆炸上限,,環工組,,2022-07-15
19463841,upper plate slow motion screw,上盤微動螺絲,,,,2022-07-15
19463842,upper transit,上中天,,,,2022-07-15
19463843,upstream apron,上游側護坦,,,,2022-07-15
19463844,upstream slope,上游坡度,,,,2022-07-15
19463845,up-surging,水面上升,,,,2022-07-15
19463846,upward line,上行線,,,,2022-07-15
19463847,upward ventilation,向上通氣,,,,2022-07-15
19463848,urban air canopy,都市大氣冠層,,建築組,,2022-07-15
19463849,urban air dome,都市大氣穹頂,,建築組,,2022-07-15
19463850,urban amenity,都市寧適性；城市寧適性,,都計組,,2022-07-15
19463851,urban area,都市地區,,,,2022-07-15
19463852,urban boundary layer,都市邊界層,,建築組,,2022-07-15
19463853,urban canopy,都市冠層,,建築組,,2022-07-15
19463854,urban canyon,都市街谷,,建築組,,2022-07-15
19463855,urban climate,都市氣候,,建築組,,2022-07-15
19463856,urban climatology,都市氣候學,,建築組,,2022-07-15
19463857,urban conservation,都市保育；都市保存,,,,2022-07-15
19463858,urban decline,都市衰退；城市衰退,,都計組,,2022-07-15
19463859,urban density,都市密度,,建築組,,2022-07-15
19463860,urban design,都市設計,,,,2022-07-15
19463861,urban development,都市發展；都市開發,,,,2022-07-15
19463862,urban development area,都市發展地區；都市開發地區,,,,2022-07-15
19463863,urban development pattern,都市發展型態,,,,2022-07-15
19463864,urban development planning,都市發展規劃,,,,2022-07-15
19463865,urban development policy,都市發展政策,,,,2022-07-15
19463866,urban disaster,都市災害；城市災害,,都計組,,2022-07-15
19463867,urban disaster prevention plan,都市防災計畫；城市防災計畫,,都計組,,2022-07-15
19463868,urban economy,都市經濟；城市經濟,,都計組,,2022-07-15
19463869,urban ecosystem,都市生態系統；城市生態系統,,都計組,,2022-07-15
19463870,urban environment,都市環境；城市環境,,都計組,,2022-07-15
19463871,urban expansion,都市擴張,,,,2022-07-15
19463872,urban expressway,市區快速道路,,,,2022-07-15
19463873,urban finance,都市財政；城市財政,,都計組,,2022-07-15
19463874,urban forest,都市森林；城市森林,,都計組,,2022-07-15
19463875,urban form,都市形式；城市形式,,都計組,,2022-07-15
19463876,urban fringe,都市邊緣,,,,2022-07-15
19463877,urban function,都市機能；都市功能,,都計組,,2022-07-15
19463878,urban functional area,都市功能區；城市功能區,,都計組,,2022-07-15
19463879,urban geography,都市地理學；城市地理學,,都計組,,2022-07-15
19463880,urban glare,都市眩光,,建築組,,2022-07-15
19463881,urban health,都市健康；城市健康,,都計組,,2022-07-15
19463882,urban heat island,都市熱島,,環工組,,2022-07-15
19463883,urban hierachy,都市體系；都市階層,,,,2022-07-15
19463884,urban hierarchy,都市階層；城市階層,,都計組,,2022-07-15
19463885,urban history,都市史；城市史,,都計組,,2022-07-15
19463886,urban hydrology,都市水文學,,,,2022-07-15
19463887,urban image,都市意象；城市意象,,都計組,,2022-07-15
19463888,urban information system,都市資訊系統；城市資訊系統,,都計組,,2022-07-15
19463889,urban land,都市土地；城市土地,,都計組,,2022-07-15
19463890,urban land policy,都市土地政策,,,,2022-07-15
19463891,urban morphology,都市形態學,,,,2022-07-15
19463892,urban nuisance,都市公害；城市公害,,都計組,,2022-07-15
19463893,urban park,都市公園,,,,2022-07-15
19463894,urban pathology,都市病理學；城市病理學,,都計組,,2022-07-15
19463895,urban pattern,都市型態,,,,2022-07-15
19463896,urban place,都市場所,,,,2022-07-15
19463897,urban plan,都市計畫,,,,2022-07-15
19463898,urban planning,都市規劃,,,,2022-07-15
19463899,urban planning commission,都市計畫委員會；都市規劃委員會,,,,2022-07-15
19463900,urban planning law,都市計畫法,,,,2022-07-15
19463901,urban planning legislation,都市規劃制法；都市計畫制法,,,,2022-07-15
19463902,urban planning organization,都市規劃機構,,,,2022-07-15
19463903,urban planning standard,都市規劃標準,,,,2022-07-15
19463904,urban plume layer,都市羽尾層,,建築組,,2022-07-15
19463905,urban population,都市人口,,,,2022-07-15
19463906,urban population density,都市人口密度,,建築組,,2022-07-15
19463907,urban population size,都市人口規模,,,,2022-07-15
19463908,urban problem,都市問題；城市問題,,都計組,,2022-07-15
19463909,urban railway,都會區鐵路,,,,2022-07-15
19463910,urban rebuilding,都市重建,,,,2022-07-15
19463911,urban redevelopment,都市再發展；都市再開發；都市重建,,,,2022-07-15
19463912,urban redevelopment work,市區再開發工程,,,,2022-07-15
19463913,urban regeneration,城市再生；都市再生,,,,2022-07-15
19463914,urban rehabilitation,都市整建,,,,2022-07-15
19463915,urban renewal,都市更新,,,,2022-07-15
19463916,urban renewal area,都市更新地區,,,,2022-07-15
19463917,urban renewal plan,都市更新計畫,,,,2022-07-15
19463918,urban renewal program,都市更新方案；都市更新計畫,,,,2022-07-15
19463919,urban scale,都市規模；城市規模,,都計組,,2022-07-15
19463920,urban service,都市服務系統,,建築組,,2022-07-15
19463921,urban sociology,都市社會學；城市社會學,,都計組,,2022-07-15
19463922,urban space,都市空間,,,,2022-07-15
19463923,urban sprawl,都市蔓延,,,,2022-07-15
19463924,urban square,都市廣場：城市廣場,,都計組,,2022-07-15
19463925,urban structure,都市結構；都市紋理；城市結構；城市紋理,,都計組,,2022-07-15
19463926,urban studies,都市研究；城市研究,,都計組,,2022-07-15
19463927,urban study area,都市研究地區,,,,2022-07-15
19463928,urban traffic,都市交通,,,,2022-07-15
19463929,urban transportation,都市運輸；都市交通；城市運輸；城市交通,,都計組,,2022-07-15
19463930,urban transportation planning,都市運輸規劃,,,,2022-07-15
19463931,urban transportation system,都市運輸系統；城市運輸系統,,都計組,,2022-07-15
19463932,urban ventilation,都市通風,,建築組,,2022-07-15
19463933,urban wind field,都市風場,,建築組,,2022-07-15
19463934,urbanism,都市主義；城市主義,,都計組,,2022-07-15
19463935,urbanization,都市化；城市化,,都計組,,2022-07-15
19463936,urbanized area,都市化地區；城市化地區,,,,2022-07-15
19463937,urbanscape,都市地景；都市景觀；城市地景；城市景觀,,都計組,,2022-07-15
19463938,usable strength,可用強度,,,,2022-07-15
19463939,use district,使用區,,,,2022-07-15
19463940,use zoning,使用分區,,,,2022-07-15
19463941,utilitarian architecture,功利建築；實用建築,,,,2022-07-15
19463942,utilities,公用設施；設施,,綱結構名詞LRFD,,2022-07-15
19463943,utility material,管線材料,,營管組,,2022-07-15
19463944,utility system protection,管線系統保護,,營管組,,2022-07-15
19463945,utopia,烏托邦；理想主義,,,,2022-07-15
19463946,utopism,烏托邦；理想主義,,,,2022-07-15
19463947,U-turn,迴車；迴轉,,,,2022-07-15
19463948,U-turn lane,迴轉道,,,,2022-07-15
19463949,U-value,U值{整體熱傳導係數},,,,2022-07-15
19463950,vacancy,空屋,,都計組,,2022-07-15
19463951,vacancy area,空置地區,,,,2022-07-15
19463952,vacancy rate,空屋率,,都計組,,2022-07-15
19463953,vacant house,空屋,,,,2022-07-15
19463954,vacant land tax,空地稅,,都計組,,2022-07-15
19463955,vacant lot,空地,,,,2022-07-15
19463956,vacation house,渡假住宅,,,,2022-07-15
19463957,vacation recreation,渡假遊憩,,,,2022-07-15
19463958,vacuum bag molding method,真空袋模造法,,材料_FRP,,2022-07-15
19463959,vacuum concrete,真空混凝土{過量水及空氣抽離},,,,2022-07-15
19463960,vacuum deaeration,真空排氣,,,,2022-07-15
19463962,vacuum saturation,真空飽和,,,,2022-07-15
19463964,vacuum-processed concrete,真空處理混凝土,,,,2022-07-15
19463965,valcano shore line,火山海岸,,,,2022-07-15
19463966,valcano shoreline,火山海岸線,,環工組,,2022-07-15
19463967,valley consumptive use,河谷耗水量,,,,2022-07-15
19463968,valley spring,山谷泉；谷泉,,,,2022-07-15
19463969,valuable cargo,貴重貨物,,,,2022-07-15
19463970,value,價值,,,,2022-07-15
19463971,value analysis,價值分析；價工分析,,營管組,,2022-07-15
19463972,value system,價值體系,,都計組,,2022-07-15
19463973,valve bag,有閥[紙]袋,,,,2022-07-15
19463974,valve ground key,水閥開關,,,,2022-07-15
19463975,valve key,閥鍵,,,,2022-07-15
19463976,vane auger,十字片鑽,,,,2022-07-15
19463977,vapor barrier,防潮膜,,,,2022-07-15
19463978,vapor pressure,蒸氣壓,,,,2022-07-15
19463979,vapor retarder,蒸汽阻絕材；氣密膜,,,,2022-07-15
19463980,vapour pressure,汽壓力,,,,2022-07-15
19463981,variable,變數,,,,2022-07-15
19463982,variable acceleration,變加速度,,,,2022-07-15
19463983,variable angle truss model,變角度桁架模式,,,,2022-07-15
19463984,variable slope type,變坡式,,,,2022-07-15
19463985,variable thickness arch dam,不等厚拱壩,,,,2022-07-15
19463986,variance,方差；變方；變異數,,,,2022-07-15
19463987,variance component,方差分量；變方分量,,測量組,,2022-07-15
19463988,variance factor,方差因子；變方因子,,測量組,,2022-07-15
19463989,variance of unit weight,單位權方差；單位權變方,,測量組,,2022-07-15
19463990,variation,變異,,,,2022-07-15
19463991,variation plan,[因應需求]變動計畫,,,,2022-07-15
19463992,variety,多樣性；差異性,,,,2022-07-15
19463993,varmint damage,蟲害,,,,2022-07-15
19463994,varying stress,變應力,,,,2022-07-15
19463995,vault,拱頂,,,,2022-07-15
19463996,vault rib,拱肋,,,,2022-07-15
19463997,Vebe apparatus,韋伯試驗儀{低坍度混凝土工作性量測裝置},,,,2022-07-15
19463998,vector,向量；病媒{環工},,,,2022-07-15
19463999,vector analysis,向量分析,,,,2022-07-15
19464000,vector data model,向量資料模式,,測量組,,2022-07-15
19464001,vector field,向量場；向量域,,,,2022-07-15
19464002,vector polygon,向量多邊形,,,,2022-07-15
19464003,vector product,向量積,,,,2022-07-15
19464004,vector-to-raster,向量轉網格,,測量組,,2022-07-15
19464005,veduta,城鎮風景圖{義大利文},,,,2022-07-15
19464006,Vedute di Roma,古羅馬城景觀,,,,2022-07-15
19464007,vegetable protein glue,植物蛋白膠,,,,2022-07-15
19464008,vegetable wharf,蔬菜碼頭,,,,2022-07-15
19464009,vegetation,植被,,建築組,,2022-07-15
19464010,vegetation block,植栽區塊,,,,2022-07-15
19464011,vegetative cover,植被,,,,2022-07-15
19464012,vehicle,載體；車輛；載具；展色劑,,,,2022-07-15
19464013,vehicle actuated signal,車輛感應號誌,,,,2022-07-15
19464014,vehicle classification,車輛分類,,,,2022-07-15
19464015,vehicle control instrumentation,車輛控制設施,,營管組,,2022-07-15
19464016,vehicle defect,車輛缺失故障,,,,2022-07-15
19464017,vehicle height,車高,,,,2022-07-15
19464018,vehicle in use inspection,使用中車輛檢驗,,環工組,,2022-07-15
19464019,vehicle length,車長,,,,2022-07-15
19464020,vehicle lift,車輛升降機,,營管組,,2022-07-15
19464021,vehicle load capacity,載重量,,,,2022-07-15
19464022,vehicle magnetic detector,磁性車輛偵測器,,,,2022-07-15
19464023,vehicle maintenance system,車輛維修制度,,,,2022-07-15
19464024,vehicle operating check,行車檢查,,,,2022-07-15
19464025,vehicle overhaul,車輛大修,,,,2022-07-15
19464026,vehicle pressure sensitive detector,壓力感應式車輛偵測器,,,,2022-07-15
19464027,vehicle sound sensitive detector,聲音感應式車輛偵測器,,,,2022-07-15
19464028,vehicle starting delay time,車輛啟動延滯時間,,,,2022-07-15
19464029,vehicle stopping distance sight,車輛停車視距,,,,2022-07-15
19464030,vehicle time-space diagram,行車時空圖,,,,2022-07-15
19464031,vehicle utilization rate,車輛使用率,,,,2022-07-15
19464032,vehicle warning indication,車輛警告指示,,,,2022-07-15
19464033,vehicle weight,車重,,,,2022-07-15
19464034,vehicle width,車寬,,,,2022-07-15
19464035,vehicular access,車輛進出通道,,營管組,,2022-07-15
19464036,vehicular phase,車行時相,,,,2022-07-15
19464037,vehicular traffic,車輛交通,,,,2022-07-15
19464038,velocity component,分速度;速度分量,,,,2022-07-15
19464039,velocity distribution,流速分布,,,,2022-07-15
19464040,velocity gauging,流速觀測,,,,2022-07-15
19464041,velocity head coefficient,流速水頭係數,,,,2022-07-15
19464042,velocity of ground water,地下水流速,,,,2022-07-15
19464043,velocity of retreat,排流流速,,,,2022-07-15
19464044,velocity potential,速度勢能,,,,2022-07-15
19464045,velocity ratio,速度比,,,,2022-07-15
19464046,velocity rod,測速桿,,,,2022-07-15
19464047,velocity seismograph,地震速度計,,,,2022-07-15
19464048,velocity spectrum,速度振譜,,,,2022-07-15
19464049,vena contracta,縮流頸；射流頸；脈縮,,,,2022-07-15
19464050,veneer,薄板；飾板,,,,2022-07-15
19464051,veneer panel,外飾版,,,,2022-07-15
19464052,Venetian,磨石子飾面,,,,2022-07-15
19464053,Venetian window,威尼斯式窗,,,,2022-07-15
19464054,vent,通風口,,營管組,,2022-07-15
19464055,vent pipe,排氣管{混凝土澆鑄時}；通氣管,,,,2022-07-15
19464056,vent stack,通氣豎管,,,,2022-07-15
19464057,vent system,通氣系統,,,,2022-07-15
19464058,vented form,可排水模,,,,2022-07-15
19464059,vented wall,通風牆,,建築組,,2022-07-15
19464060,ventilation and air-conditioning apparatus,通風與空調裝置,,,,2022-07-15
19464061,ventilation equipment,通風設備,,營管組,,2022-07-15
19464062,ventilation pipe,[通]風管,,,,2022-07-15
19464063,ventilation piping,通風管；換氣管,,,,2022-07-15
19464064,ventilation potential,通風潛力,,建築組,,2022-07-15
19464065,venturi flume,文氏渡槽,,,,2022-07-15
19464066,venturimeter,文氏計,,,,2022-07-15
19464067,verbal language,語文語言,,,,2022-07-15
19464068,vermiculite,蛭石,,,,2022-07-15
19464069,vermiculite concrete,蛭石混凝土,,,,2022-07-15
19464070,vermiculites surface coating,蛭石材表面塗佈,,營管組,,2022-07-15
19464071,vernacular architecture,風土建築,,建築組,,2022-07-15
19464072,vernal equinox,春分點,,測量組,,2022-07-15
19464073,vernier circle,游標度盤,,,,2022-07-15
19464074,vertical,垂材,,,,2022-07-15
19464075,vertical accuracy,高程精確度；高程準確度,,測量組,,2022-07-15
19464076,vertical aerial photograph,垂直航空像片,,測量組,,2022-07-15
19464077,vertical angle,縱角；垂直角,,測量組,,2022-07-15
19464078,vertical axis,直立軸,,測量組,,2022-07-15
19464079,vertical axle hydro-wheel generator,豎軸水輪發電機,,營管組,,2022-07-15
19464080,vertical axle hydro-wheeler,豎軸[法蘭西斯]水輪機,,營管組,,2022-07-15
19464081,vertical bracing system,豎向支撐系統,,,,2022-07-15
19464082,vertical bucket conveyor,直立斗式輸送機,,,,2022-07-15
19464083,vertical chute,直瀉槽,,,,2022-07-15
19464084,vertical clearance,淨高；垂直淨空,,,,2022-07-15
